	Kingdom	Phylum	Class	Order	Family	Genus	Species
FASV1981	Fungi	Monoblepharomycota	Monoblepharidomycetes	NA	NA	NA	NA
FASV1982	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	curvisporum
FASV1983	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
FASV1984	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scopulariopsis	candida
FASV1985	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	acutatum
FASV1986	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	minioluteus
FASV1987	Fungi	NA	NA	NA	NA	NA	NA
FASV1988	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	jensenii
FASV1989	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	hollandica
FASV1990	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	macerans
FASV1991	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
FASV1992	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	NA	NA
FASV1993	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	NA
FASV1994	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
FASV1995	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	NA
FASV1996	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	biglobosus
FASV1997	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	ambigua
FASV1998	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Chordomyces	antarcticus
FASV1999	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	hollandicus
FASV2000	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2001	Fungi	NA	NA	NA	NA	NA	NA
FASV2002	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	tenuissimum
FASV2003	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	Emmonsiellopsis	terrestris
FASV2004	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	fragariae
FASV2005	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Sagenomella	oligospora
FASV2006	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	NA
FASV2007	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Symmetrosporaceae	Symmetrospora	coprosmae
FASV2008	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	strictum
FASV2009	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Corticium	NA
FASV2010	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	multipilosa
FASV2011	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	luteo-olivacea
FASV2012	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	umbonatum
FASV2013	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	foliicola
FASV2014	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
FASV2015	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
FASV2016	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
FASV2017	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
FASV2018	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
FASV2019	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	telluricum
FASV2020	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Staphylotrichum	NA
FASV2021	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	restricta
FASV2022	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	alpina
FASV2023	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
FASV2024	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	sphaerospermum
FASV2025	Fungi	Mucoromycota	NA	NA	NA	NA	NA
FASV2026	Fungi	NA	NA	NA	NA	NA	NA
FASV2027	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Perenniporia	NA
FASV2028	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella	muscae
FASV2029	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
FASV2030	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	cuneirostrum
FASV2031	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
FASV2032	Fungi	NA	NA	NA	NA	NA	NA
FASV2033	Fungi	Ascomycota	Pezizomycetes	Pezizales	NA	NA	NA
FASV2034	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeris	hispida
FASV2035	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV2036	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV2037	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
FASV2038	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
FASV2039	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	macrodidyma
FASV2040	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
FASV2041	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2042	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	NA
FASV2043	Fungi	NA	NA	NA	NA	NA	NA
FASV2044	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	stemonitis
FASV2045	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
FASV2046	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	pachypleura
FASV2047	Fungi	NA	NA	NA	NA	NA	NA
FASV2048	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
FASV2049	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chloridium	aseptatum
FASV2050	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	dolichospermus
FASV2051	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	buxea
FASV2052	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	alpina
FASV2053	Fungi	NA	NA	NA	NA	NA	NA
FASV2054	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Emericellopsis	NA
FASV2055	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	fumisynnematus
FASV2056	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	metachromatica
FASV2057	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2058	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
FASV2059	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
FASV2060	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	dejongiae
FASV2061	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Dendryphion	europaeum
FASV2062	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	pseudomerdarium
FASV2063	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	NA
FASV2064	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymella	NA
FASV2065	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	microzygospora
FASV2066	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	macrodidyma
FASV2067	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
FASV2068	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	osmophilus
FASV2069	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Circinella	muscae
FASV2070	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA
FASV2071	Fungi	Mucoromycota	NA	NA	NA	NA	NA
FASV2072	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	wortmannii
FASV2073	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
FASV2074	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	albobiverticillius
FASV2075	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Arthrobotrys	NA
FASV2076	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	flanaganii
FASV2077	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Boeremia	NA
FASV2078	Fungi	Mucoromycota	NA	NA	NA	NA	NA
FASV2079	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	NA
FASV2080	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV2081	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	NA
FASV2082	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
FASV2083	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Amniculicolaceae	NA	NA
FASV2084	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
FASV2085	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	infirmominiatum
FASV2086	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	chlamydosporigena
FASV2087	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA
FASV2088	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	schachtii
FASV2090	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	NA
FASV2091	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Monocillium	loricatum
FASV2092	Fungi	NA	NA	NA	NA	NA	NA
FASV2093	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	NA
FASV2094	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch03	NA	NA	NA
FASV2095	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	emdenii
FASV2096	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	NA	NA
FASV2097	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV2098	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	chartarum
FASV2099	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
FASV2100	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	NA
FASV2101	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia	pauxilla
FASV2102	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	flanaganii
FASV2103	Fungi	NA	NA	NA	NA	NA	NA
FASV2104	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	walkeri
FASV2105	Fungi	NA	NA	NA	NA	NA	NA
FASV2106	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV2107	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
FASV2108	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	NA
FASV2109	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
FASV2110	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	NA
FASV2111	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV2112	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	NA	NA	NA
FASV2113	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	leucothites
FASV2114	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	australafricana
FASV2115	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
FASV2116	Fungi	NA	NA	NA	NA	NA	NA
FASV2117	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
FASV2118	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
FASV2119	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Ajellomycetaceae	NA	NA
FASV2120	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Udeniozyma	ferulica
FASV2121	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	biglobosus
FASV2122	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
FASV2123	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	NA
FASV2124	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	NA
FASV2125	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	inflorescentiae
FASV2126	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Lecanicillium	antillanum
FASV2127	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia	pauxilla
FASV2128	Fungi	NA	NA	NA	NA	NA	NA
FASV2129	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
FASV2130	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	NA
FASV2131	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	furcatum
FASV2132	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Melanocarpus	albomyces
FASV2133	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	inaequale
FASV2134	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
FASV2135	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	chartarum
FASV2136	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	emdenii
FASV2137	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	solani
FASV2138	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	albida
FASV2139	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	atroroseus
FASV2140	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	taiwanensis
FASV2141	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	NA	NA
FASV2142	Fungi	Basidiomycota	Tremellomycetes	Holtermanniales	Holtermanniales_fam_Incertae_sedis	Holtermanniella	takashimae
FASV2143	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
FASV2144	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	NA
FASV2145	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	concentricum
FASV2146	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	NA
FASV2147	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	macrodidyma
FASV2148	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	baccata
FASV2149	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	NA
FASV2150	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
FASV2151	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetaceae	Clydaea	vesicula
FASV2152	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pulvinula	NA
FASV2153	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	arrhizus
FASV2154	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV2155	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
FASV2156	Fungi	NA	NA	NA	NA	NA	NA
FASV2157	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	NA
FASV2158	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
FASV2159	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV2160	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2161	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2162	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	carneus
FASV2163	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiales_fam_Incertae_sedis	Sakaguchia	NA
FASV2164	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	acuminatus
FASV2165	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	NA
FASV2166	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	biglobosus
FASV2167	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	vermicola
FASV2168	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	niemeijerarum
FASV2169	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	niemeijerarum
FASV2170	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
FASV2171	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	fimeti
FASV2172	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	macrodidyma
FASV2173	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	domesticum
FASV2174	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	NA
FASV2175	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	metachromatica
FASV2176	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora	opuntiae
FASV2177	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	slooffiae
FASV2178	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	allahabadensis
FASV2179	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
FASV2180	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	coronata
FASV2181	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	frias
FASV2182	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Fusidium	NA
FASV2183	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	NA	NA
FASV2184	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
FASV2185	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
FASV2186	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	equina
FASV2187	Fungi	NA	NA	NA	NA	NA	NA
FASV2188	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	dimennae
FASV2189	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
FASV2190	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	NA	NA
FASV2191	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
FASV2192	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV2193	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	NA
FASV2194	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
FASV2195	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	rubrococca
FASV2196	Fungi	NA	NA	NA	NA	NA	NA
FASV2197	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
FASV2198	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	tubakii
FASV2199	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	awamori
FASV2200	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	NA
FASV2201	Fungi	NA	NA	NA	NA	NA	NA
FASV2202	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
FASV2203	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	NA
FASV2204	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2205	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
FASV2206	Fungi	NA	NA	NA	NA	NA	NA
FASV2207	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	NA
FASV2208	Fungi	NA	NA	NA	NA	NA	NA
FASV2209	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Devriesia	fraserae
FASV2210	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2211	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	marquandii
FASV2212	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Actinomucor	elegans
FASV2213	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV2214	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	macrodidyma
FASV2215	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	roseopurpureum
FASV2216	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	niemeijerarum
FASV2217	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	taiwanensis
FASV2218	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
FASV2219	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	bialowiezense
FASV2220	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	roseus
FASV2222	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	NA
FASV2223	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	circinelloides
FASV2224	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
FASV2225	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV2226	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
FASV2227	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	oxalicum
FASV2228	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	eureka
FASV2230	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	leucothites
FASV2231	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia	pauxilla
FASV2232	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	NA	NA	NA
FASV2233	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
FASV2234	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV2235	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
FASV2236	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
FASV2237	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
FASV2238	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
FASV2239	Fungi	NA	NA	NA	NA	NA	NA
FASV2240	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Malbranchea	cinnamomea
FASV2241	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Eucasphaeria	NA
FASV2242	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	chlamydosporum
FASV2243	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
FASV2244	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV2245	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Humicola	grisea
FASV2246	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV2247	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	strictum
FASV2248	Fungi	NA	NA	NA	NA	NA	NA
FASV2249	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
FASV2250	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	NA
FASV2251	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	NA
