"from"	"to"	"weight"	"color"	"arrow.size"
"283"	"BASV230"	"BASV6531"	1	"darkgreen"	5
"284"	"BASV232"	"BASV338"	1	"darkgreen"	5
"285"	"BASV232"	"BASV824"	1	"darkgreen"	5
"286"	"BASV232"	"BASV1231"	1	"darkgreen"	5
"287"	"BASV232"	"BASV1998"	1	"darkgreen"	5
"288"	"BASV232"	"BASV3277"	1	"darkgreen"	5
"289"	"BASV232"	"FASV10"	1	"darkred"	5
"290"	"BASV232"	"FASV16"	1	"darkgreen"	5
"291"	"BASV232"	"FASV20"	1	"darkred"	5
"292"	"BASV232"	"FASV36"	1	"darkgreen"	5
"293"	"BASV232"	"FASV45"	1	"darkgreen"	5
"294"	"BASV232"	"FASV309"	1	"darkred"	5
"295"	"BASV232"	"FASV810"	1	"darkgreen"	5
"296"	"BASV236"	"BASV384"	1	"darkgreen"	5
"297"	"BASV236"	"BASV398"	1	"darkgreen"	5
"298"	"BASV236"	"BASV3020"	1	"darkgreen"	5
"299"	"BASV236"	"FASV35"	1	"darkgreen"	5
"300"	"BASV236"	"FASV40"	1	"darkgreen"	5
"301"	"BASV236"	"FASV121"	1	"darkgreen"	5
"302"	"BASV236"	"FASV129"	1	"darkgreen"	5
"303"	"BASV236"	"FASV151"	1	"darkgreen"	5
"304"	"BASV250"	"BASV260"	1	"darkgreen"	5
"305"	"BASV250"	"BASV396"	1	"darkgreen"	5
"306"	"BASV250"	"BASV453"	1	"darkgreen"	5
"307"	"BASV250"	"BASV1167"	1	"darkgreen"	5
"308"	"BASV250"	"BASV1510"	1	"darkgreen"	5
"309"	"BASV250"	"BASV2769"	1	"darkgreen"	5
"310"	"BASV250"	"BASV6245"	1	"darkgreen"	5
"311"	"BASV250"	"FASV32"	1	"darkgreen"	5
"312"	"BASV250"	"FASV62"	1	"darkgreen"	5
"313"	"BASV250"	"FASV138"	1	"darkgreen"	5
"314"	"BASV250"	"FASV149"	1	"darkgreen"	5
"315"	"BASV250"	"FASV252"	1	"darkgreen"	5
"316"	"BASV250"	"FASV276"	1	"darkgreen"	5
"317"	"BASV250"	"FASV595"	1	"darkgreen"	5
"318"	"BASV260"	"BASV348"	1	"darkgreen"	5
"319"	"BASV260"	"BASV741"	1	"darkred"	5
"320"	"BASV260"	"BASV851"	1	"darkgreen"	5
"321"	"BASV260"	"BASV1292"	1	"darkgreen"	5
"322"	"BASV260"	"BASV1510"	1	"darkgreen"	5
"323"	"BASV260"	"FASV36"	1	"darkgreen"	5
"324"	"BASV260"	"FASV62"	1	"darkgreen"	5
"325"	"BASV260"	"FASV501"	1	"darkgreen"	5
"326"	"BASV262"	"BASV348"	1	"darkgreen"	5
"327"	"BASV262"	"BASV1292"	1	"darkgreen"	5
"328"	"BASV262"	"BASV1823"	1	"darkgreen"	5
"329"	"BASV262"	"FASV51"	1	"darkgreen"	5
"330"	"BASV262"	"FASV276"	1	"darkgreen"	5
"331"	"BASV262"	"FASV287"	1	"darkgreen"	5
"332"	"BASV267"	"BASV645"	1	"darkgreen"	5
"333"	"BASV267"	"BASV2697"	1	"darkgreen"	5
"334"	"BASV267"	"BASV3138"	1	"darkgreen"	5
"335"	"BASV267"	"BASV5326"	1	"darkgreen"	5
"336"	"BASV267"	"BASV8230"	1	"darkgreen"	5
"337"	"BASV267"	"FASV8"	1	"darkgreen"	5
"338"	"BASV267"	"FASV10"	1	"darkred"	5
"339"	"BASV267"	"FASV793"	1	"darkgreen"	5
"340"	"BASV269"	"BASV338"	1	"darkgreen"	5
"341"	"BASV269"	"BASV384"	1	"darkgreen"	5
"342"	"BASV269"	"BASV1592"	1	"darkgreen"	5
"343"	"BASV269"	"FASV102"	1	"darkred"	5
"344"	"BASV269"	"FASV386"	1	"darkgreen"	5
"345"	"BASV273"	"BASV517"	1	"darkgreen"	5
"346"	"BASV273"	"BASV525"	1	"darkgreen"	5
"347"	"BASV273"	"BASV1129"	1	"darkgreen"	5
"348"	"BASV273"	"BASV1823"	1	"darkgreen"	5
"349"	"BASV273"	"BASV2512"	1	"darkgreen"	5
"350"	"BASV273"	"BASV2842"	1	"darkgreen"	5
"351"	"BASV273"	"BASV4800"	1	"darkgreen"	5
"352"	"BASV273"	"FASV481"	1	"darkgreen"	5
"353"	"BASV280"	"BASV295"	1	"darkgreen"	5
"354"	"BASV280"	"BASV338"	1	"darkred"	5
"355"	"BASV280"	"BASV384"	1	"darkgreen"	5
"356"	"BASV280"	"BASV792"	1	"darkgreen"	5
"357"	"BASV280"	"FASV190"	1	"darkgreen"	5
"358"	"BASV280"	"FASV540"	1	"darkred"	5
"359"	"BASV280"	"FASV585"	1	"darkgreen"	5
"360"	"BASV285"	"BASV3381"	1	"darkgreen"	5
"361"	"BASV285"	"BASV3640"	1	"darkgreen"	5
"362"	"BASV285"	"BASV3816"	1	"darkgreen"	5
"363"	"BASV285"	"BASV4489"	1	"darkgreen"	5
