"Var1"	"Var2"	"rn.x"	"value"	"SampleID"	"Field"	"SampleType"	"Cultivar"	"Pathogen"	"deg.sub"	"bet.sub"	"clo.sub"	"eig.sub.vector"	"hubScore"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"rn.y"	"from"	"to"	"weight"	"color"	"arrow.size"
"60"	"FASV147"	"s2rmt3"	"93"	7.88e-05	"s2rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962602	0.397750809962601	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"carpinicola"	"6"	"FASV66"	"FASV147"	1	"darkgreen"	5
"61"	"FASV147"	"s3cmr2"	"99"	0.000168619846556	"s3cmr2"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962602	0.397750809962601	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"carpinicola"	"6"	"FASV66"	"FASV147"	1	"darkgreen"	5
"62"	"FASV147"	"s3cmr3"	"105"	3.81e-05	"s3cmr3"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962602	0.397750809962601	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"carpinicola"	"6"	"FASV66"	"FASV147"	1	"darkgreen"	5
"63"	"FASV147"	"s3cmt3"	"111"	0.000132432790359	"s3cmt3"	"Field1"	"Root"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962602	0.397750809962601	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"carpinicola"	"6"	"FASV66"	"FASV147"	1	"darkgreen"	5
"64"	"FASV147"	"s3rmr2"	"117"	0.000591712869061	"s3rmr2"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962602	0.397750809962601	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"carpinicola"	"6"	"FASV66"	"FASV147"	1	"darkgreen"	5
"65"	"FASV147"	"s3rmr3"	"123"	0.002692671859641	"s3rmr3"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962602	0.397750809962601	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"carpinicola"	"6"	"FASV66"	"FASV147"	1	"darkgreen"	5
"66"	"FASV147"	"s3rmt3"	"129"	0	"s3rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962602	0.397750809962601	"Fungi"	"Ascomycota"	"Sordariomycetes"	"Sordariales"	"Lasiosphaeriaceae"	"Schizothecium"	"carpinicola"	"6"	"FASV66"	"FASV147"	1	"darkgreen"	5
"67"	"FASV35"	"s1cmr2"	"4"	0.000570894747768	"s1cmr2"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"68"	"FASV35"	"s1cmr3"	"10"	0.000590244108099	"s1cmr3"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"69"	"FASV35"	"s1cmt2"	"16"	0.000130890052356	"s1cmt2"	"Field1"	"Root"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"70"	"FASV35"	"s1cmt3"	"22"	0.000919117647059	"s1cmt3"	"Field1"	"Root"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"71"	"FASV35"	"s1rmr2"	"28"	0.000426030461178	"s1rmr2"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"72"	"FASV35"	"s1rmr3"	"34"	0.001206515181983	"s1rmr3"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"73"	"FASV35"	"s1rmt2"	"40"	0	"s1rmt2"	"Field1"	"Root"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"74"	"FASV35"	"s1rmt3"	"46"	0	"s1rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"75"	"FASV35"	"s2cmr2"	"52"	0.000604290462282	"s2cmr2"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"76"	"FASV35"	"s2cmr3"	"58"	0.001448411007924	"s2cmr3"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"77"	"FASV35"	"s2cmt2"	"64"	0.000149097957358	"s2cmt2"	"Field1"	"Root"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"78"	"FASV35"	"s2cmt3"	"70"	0	"s2cmt3"	"Field1"	"Root"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"79"	"FASV35"	"s2rmr2"	"76"	0.000528820729773	"s2rmr2"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"80"	"FASV35"	"s2rmr3"	"82"	0.000886524822695	"s2rmr3"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"81"	"FASV35"	"s2rmt2"	"88"	0	"s2rmt2"	"Field1"	"Root"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"82"	"FASV35"	"s2rmt3"	"94"	0.000157666535278	"s2rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"83"	"FASV35"	"s3cmr2"	"100"	0.00084309923278	"s3cmr2"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"84"	"FASV35"	"s3cmr3"	"106"	0.000437636761488	"s3cmr3"	"Field1"	"Rhizo"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"85"	"FASV35"	"s3cmt3"	"112"	0.000397298371077	"s3cmt3"	"Field1"	"Root"	"SweetAnne"	"none"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"86"	"FASV35"	"s3rmr2"	"118"	0.000118336193125	"s3rmr2"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"87"	"FASV35"	"s3rmr3"	"124"	0.000256443133735	"s3rmr3"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"88"	"FASV35"	"s3rmt3"	"130"	0	"s3rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	1	0	0.111111111111111	0.397750809962601	0.397750809962601	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Pleosporaceae"	"Alternaria"	"subcucurbitae"	"2"	"FASV35"	"FASV66"	1	"darkred"	5
"89"	"FASV69"	"s1cmr2"	"6"	0.000311398090098	"s1cmr2"	"Field1"	"Rhizo"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"90"	"FASV69"	"s1cmr3"	"12"	0.00080106469497	"s1cmr3"	"Field1"	"Rhizo"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"91"	"FASV69"	"s1cmt2"	"18"	0.00065445026178	"s1cmt2"	"Field1"	"Root"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"92"	"FASV69"	"s1cmt3"	"24"	0.004846256684493	"s1cmt3"	"Field1"	"Root"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"93"	"FASV69"	"s1rmr2"	"30"	0.000497035538041	"s1rmr2"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"94"	"FASV69"	"s1rmr3"	"36"	0.000201085863664	"s1rmr3"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"95"	"FASV69"	"s1rmt2"	"42"	0	"s1rmt2"	"Field1"	"Root"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"96"	"FASV69"	"s1rmt3"	"48"	0	"s1rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"97"	"FASV69"	"s2cmr2"	"54"	0.000705005539329	"s2cmr2"	"Field1"	"Rhizo"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"98"	"FASV69"	"s2cmr3"	"60"	0.005964044031695	"s2cmr3"	"Field1"	"Rhizo"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"99"	"FASV69"	"s2cmt2"	"66"	0.000596391829432	"s2cmt2"	"Field1"	"Root"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"100"	"FASV69"	"s2cmt3"	"72"	0.009827473247434	"s2cmt3"	"Field1"	"Root"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"101"	"FASV69"	"s2rmr2"	"78"	0.000264410364886	"s2rmr2"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"102"	"FASV69"	"s2rmr3"	"84"	0	"s2rmr3"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"103"	"FASV69"	"s2rmt2"	"90"	0.000498047246666	"s2rmt2"	"Field1"	"Root"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"104"	"FASV69"	"s2rmt3"	"96"	0.002128498226251	"s2rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"105"	"FASV69"	"s3cmr2"	"102"	0.0001686	"s3cmr2"	"Field1"	"Rhizo"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"106"	"FASV69"	"s3cmr3"	"108"	0.000646847502617	"s3cmr3"	"Field1"	"Rhizo"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"107"	"FASV69"	"s3cmt3"	"114"	0.000529731161436	"s3cmt3"	"Field1"	"Root"	"SweetAnne"	"none"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"108"	"FASV69"	"s3rmr2"	"120"	0.000532512869062	"s3rmr2"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"109"	"FASV69"	"s3rmr3"	"126"	0.002222466636748	"s3rmr3"	"Field1"	"Rhizo"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
"110"	"FASV69"	"s3rmt3"	"132"	0.005368748233964	"s3rmt3"	"Field1"	"Root"	"SweetAnne"	"Mac"	2	0	0.125	0.660442249723743	0.660442249723743	"Fungi"	"Ascomycota"	"Dothideomycetes"	"Pleosporales"	"Phaeosphaeriaceae"	"Paraphoma"	"radicina"	"3"	"FASV66"	"FASV69"	1	"darkred"	5
