	m1cmr2	m1cmr3	m1cmt2	m1cmt3	m1rmr2	m1rmr3	m1rmt2	m2cmr2	m2cmr3	m2cmt2	m2rmr2	m2rmr3	m2rmt2	m2rmt3	m3cmr2	m3cmr3	m3cmt2	m3cmt3	m3rmr2	m3rmr3	m3rmt3	m4rmr2	m4rmr3	m4rmt2	m4rmt3	p1cmb1	p1cmb2	p1cmb3	p1rmb1	p1rmb2	p1rmb3	p2cmb1	p2cmb2	p2cmb3	p2rmb1	p2rmb2	p2rmb3	p3cmb1	p3cmb2	p3cmb3	p3rmb1	p3rmb2	p3rmb3	p4rmb1	p4rmb2	p4rmb3	q1cmr2	q1cmr3	q1cmt2	q1cmt3	q1rmr2	q1rmr3	q1rmt2	q1rmt3	q2cmr2	q2cmr3	q2cmt2	q2cmt3	q2rmr2	q2rmr3	q2rmt2	q2rmt3	q3cmr2	q3cmr3	q3cmt2	q3rmr2	q3rmr3	q3rmt2	q3rmt3	q4rmr2	q4rmr3	q4rmt3	s1cmr2	s1cmr3	s1cmt2	s1cmt3	s1rmr2	s1rmr3	s1rmt3	s2cmr2	s2cmr3	s2cmt2	s2cmt3	s2rmr2	s2rmr3	s2rmt2	s2rmt3	s3cmr2	s3cmr3	s3cmt3	s3rmr2	s3rmr3	s3rmt3
FASV460	0.000671266082417	0	0	0	0.000549979375773	0	0	0.000728007139167	7.01E-05	0	0.001842105263158	0	0	0	0.000274758822811	0	0	0	0.003863251481795	0	0	0.000301159463936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.05E-05	0	0	0	0	0	0	0	0	0.000328569081649	8.17E-05	0	0	0.000889114695796	0	0	0	0.000617030028795	0	0	0	0.001600106673778	0	0.00064296867824	0	0	0	0	0.000642133860212	0	0	0.000223763705527	0.000623787080676	0	0	5.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177504289687	4.27E-05	0
FASV461	0	0	0	0	0	0.000199163513244	0	0	0	0	0	0	0	0	9.16E-05	0	0	0	0	0	0	0	0	8.84E-05	0	0	5.06E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012280989029	0	0.000174367916303	0	0	0	0	0	0	0	4.23E-05	0	0	0.000362187613184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.10E-05	0	0	0	0	0	0	0.000264410364886	0	0	0	0	0	0	0	0	0
FASV462	0.000186462800671	4.69E-05	0	0	0.00082496906366	0	0	0.003005964961721	0	0.000107342206956	0.000263157894737	0.000127648710748	0.000846740050804	0	6.11E-05	0	0	0	0.000264606265876	0	0	0.00037644932992	0.000221827861579	0.000441852244609	0	0	0	0	0	0	5.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000602376649691	8.17E-05	0	0	0.000127016385114	1.79E-05	0.000108038029386	0	0.000359934183464	0	0	0	6.67E-05	0	0.00119408468816	0	0.00030303030303	0	0	0.003111879476414	4.09E-05	0.000560538116592	0	0.000346548378154	3.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0.000282565696524
FASV463	3.73E-05	0	0	0	0	0	0	0.000446197924005	0	0	0.001578947368421	3.19E-05	0	0	0	0	0	0	0.002116850127011	4.51E-05	0	0.000150579731968	0.000221827861579	0	0	0	2.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000328569081649	8.17E-05	0	0	0.000127016385114	3.58E-05	0	0.000362187613184	0.000154257507199	0.000135354629128	0	0	6.67E-05	0.000125203455615	0	0	0	0	0	0.000345764386268	0	0	0	0.000138619351261	0	0	0.000259497612622	0	0	0	0.000923065999219	0	0	0	0	0	0	0.000264410364886	0	0	7.88E-05	0	3.81E-05	0.000132432790359	0.000532512869061	4.27E-05	0
FASV464	0	0	0	0	0.000274989687887	0.000796654052977	0	0	0	0	0	9.57E-05	0	0	3.05E-05	0	0	0	5.29E-05	0	0	0	0.000221827861579	0	0.000107365256603	0.000254984955888	7.59E-05	0.000136826982281	6.70E-05	0.000284798860805	0.002851114785881	0	0.00019541746055	0.000827038650273	0.000134770889488	0	0.000257621296694	0	8.22E-05	0.000477379553467	8.19E-05	0.001011863224006	0.001220575414124	5.58E-05	0.000448611547261	0.000221968543886	0	0.000408263248142	0	0	4.23E-05	0.000357954647146	0	0	0	0	0	0	6.67E-05	0.000125203455615	0	0	0	3.02E-05	0	4.94E-05	0	0	0	0.000138619351261	6.90E-05	0	5.19E-05	4.22E-05	0	0	0.00071005076863	0.000201085863664	0	0	0	0	0	0	0.000221631205674	0	0	0	1.90E-05	0	5.92E-05	0	0
FASV465	7.46E-05	4.69E-05	0	0	0.000274989687887	0.000199163513244	0	7.05E-05	0	0	0.000526315789474	0.000255297421496	0	0	9.16E-05	3.28E-05	0	0	0.000105842506351	0	0	0.000225869597952	0	0	0	0.000254984955888	2.53E-05	0.000615721420264	0.003016085790885	0.000427198291207	0.001425557392941	0.000774266206799	0	0.000330815460109	0.002358490566038	0.000592914669697	0.003864319450408	0.000362154821186	0.00024672067108	0.000587544065805	0.000736859341739	0.002023726448011	0.000871839581517	0.000390352711557	0.001480418105962	0.000570776255708	0.000109523027216	0	0	0	8.47E-05	5.37E-05	0	0	0	6.77E-05	0	0	0.000133342222815	0.000125203455615	0	0	0.00030303030303	6.03E-05	0	9.88E-05	8.17E-05	0	0	6.93E-05	3.45E-05	0	5.19E-05	0	0	0	0.000639045691767	0.000603257590991	0	0	0.00051120388515	0	0	0	0.000221631205674	0	0	0.000590169462946	0	0	0.000118336193125	0	0
FASV466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.67E-05	0	0	0.000174367916303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV467	0	0	0	0	0	0	0	0.005683152505754	0	0.000644053241735	0	0	0	0	0	0	0	0	5.29E-05	4.51E-05	0	0.000451739195904	0	0	0	0	2.53E-05	0	0	0	0	0	0	0	0	0	0	0	4.11E-05	0	0	0	0	0	0	0	0.000109523027216	0	0	0	0	0	0	0	0	0.000203031943692	0	0.00012396181976	0	0.000626017278077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000221631205674	0	0	0	0	0.000132432790359	0	0	0
FASV468	0	4.69E-05	0	0	0	0	0	0	0	0	0.000263157894737	0	0	0	0	3.28E-05	0	0	0	4.51E-05	0	0	0	0	0	0.000152990973533	0	0.000410480946843	0	0	0	0	0.00019541746055	0	0.000404312668464	0	4.29E-05	9.05E-05	0.000164480447387	0.000844594594595	0	0	0	0.000111529346159	8.97E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151515151515	0	0	0	0	0	0	6.93E-05	0	0	0	0	0	0	0	0.000201085863664	0	0	0	0.000149097957358	0	0	0	0	0	0	0	0	0	0	0
FASV469	0	0	0.000478468899522	0	0	0	0	2.35E-05	0	0	0	0	0.000846740050804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.04E-05	0	0	0	0	0	0	4.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000264410364886	0	0.000608777464165	0	0	0	0	0	0	0
FASV470	7.46E-05	9.38E-05	0	0	0	0	0	2.35E-05	0	0	0	0	0	0	0	0	0	0	0.000105842506351	0	0	0.000301159463936	0	0	0	0	0.000227560050569	6.84E-05	0	0	0	7.04E-05	0	0	0	0	0	0	4.11E-05	0	0	3.49E-05	0.000174367916303	0	0	0	0.000109523027216	0	0	0	0.000169355180152	0	0	0	0.000102838338132	0	0	0	0	0	0	0	0	0	0.006172839506173	0	8.17E-05	0	0	6.93E-05	0	0	0.000103799045049	0	0.000130890052356	0	0.000532538076472	0	8.64E-05	0.000201430154094	8.52E-05	0	0	0.000264410364886	0	0	0	0.000168619846556	0	0	0.000355008579374	0	0
FASV472	0	0	0	0	0	0	0	0.006293739138603	0	0.001502790897381	0.000263157894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107365256603	0	0	0	6.70E-05	7.12E-05	0	0	0	0.000771902740255	6.74E-05	0	0	0	0	0	4.09E-05	0	0	0	0	0	0.004435682602267	0.001469747693313	0.000613496932515	0	0	0	0	0	0	0	0	0.00012396181976	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004255760847	0.000337282347485	0.000130890052356	0	0	0	0	0.000906435693423	8.52E-05	0	0	0	0	0	0	0	1.90E-05	0	0	4.27E-05	0
FASV473	0	0	0	0	0	0	0	4.70E-05	0	0	0	0.00159560888435	0	0	0	0	0	0	0	9.01E-05	6.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197638223232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	0	0	0	0	0.013467785598268	0	0.011900334696913	0	0	0	4.72E-05	0	0.000150815914095	0	0	0	0	0	0	6.90E-05	0	0	8.43E-05	0.000130890052356	0	0.000106507615294	0	8.64E-05	0	0.0003408025901	0	0	0	0	0	0	0	0.000589858243745	0	0	0.000213702611446	0
FASV474	0.00026104792094	0.000281359906213	0	0	0	0.000398327026489	0	2.35E-05	0	0.000107342206956	0	6.38E-05	0	0	0.000244230064721	6.55E-05	0	0	5.29E-05	0	0	0	0	0	0	0.000560966902953	0.000227560050569	6.84E-05	0.000335120643432	0.000213599145603	0.00336431544734	0.000492714858872	0.0003908349211	0.000165407730055	0.000606469002695	0	0.000729927007299	0.000181077410593	0.001439203914635	0.001064923619271	0.000204683150483	0.001779483600837	0.00052310374891	0.000446117384637	0.001525279260688	0.001236681887367	5.48E-05	0.000408263248142	0	0	0	1.79E-05	0	0	0.000154257507199	0.000203031943692	0	0	0	0	0	0	0.00030303030303	6.03E-05	0	9.88E-05	4.09E-05	0	0	6.93E-05	3.45E-05	0	0	0	0	0	0	0.000201085863664	0	0	0.0003408025901	0	0	0	0	0	0	8.43E-05	3.81E-05	0	0	0.000128221566868	0
FASV475	0.000149170240537	0	0	0	0.000549979375773	0	0	0.001174205063172	7.01E-05	0	0.000526315789474	0	0	0	0.00012211503236	0	0	0	0.000105842506351	0.000180285752918	0	0.000150579731968	0	0	0	0.000101993982355	0.000530973451327	0	0	0	0	0	0	0	0	0	0	9.05E-05	0	0	4.09E-05	0	0	0	4.49E-05	0	0.000492853622474	0	0	0	4.23E-05	0.000143181858858	0	0	0.000257095845331	0.000609095831077	0	0.000371885459279	0.000200013334222	0.000250406911231	0	0	0.001212121212121	6.03E-05	0	0.001630032106693	0.000204281745383	0	0	0.000207929026892	0	0	5.19E-05	0	0	0	0.00024851776902	0.001005429318319	0	0	0	0	0	0	0.000221631205674	0	0	0	1.90E-05	0	5.92E-05	4.27E-05	0
FASV476	0	0	0	0	0	0	0	0.000211356911371	0	0	0	0	0	0	0	0	0	0	0	4.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	0	0	0	8.97E-05	0	0	8.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV477	0	0	0	0	0.000137494843943	0	0	0.001174205063172	7.01E-05	0	0	0	0	0	3.05E-05	0	0	0	0.001481795088908	0	0	7.53E-05	0	0	0	0	0	0	0.000134048257373	0	0	0	0	0	6.74E-05	0	0	0	0	0	0	0	0	2.79E-05	0	0	0.000438092108866	0	0	0	8.47E-05	0	0	0	0.000102838338132	0.000676773145642	0	0	0.000200013334222	0.000250406911231	0	0	0.000151515151515	3.02E-05	0	0	8.17E-05	0	0	0	0	0	0.000207598090098	4.22E-05	0	0	0.000177512692157	0	0	0.000705005539329	0	0	0	0.000264410364886	0	0	0	8.43E-05	0	0	0.000236672386249	0	0
FASV478	0	0	0	0	0	0	0.000259201658891	0	0	0	0	0	0	0	0	3.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	0	0	0	0	0.000135354629128	0	0	0	0	0	0	0	0	0	0	0	0	0	6.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.27E-05	0
FASV479	0.001715457766176	0.000140679953107	0	0	0	0	0	2.35E-05	0	0	0	6.38E-05	0	0	0	0	0	0	0	0	0	7.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000195176355779	0	0	0.000164284540825	0.000326610598514	0	0	0.000254032770227	0.000125284126501	0	0	0.000102838338132	6.77E-05	0	0	0.001133408893926	0.000125203455615	9.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000201085863664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV480	0.000186462800671	0	0	0	0	0	0	2.35E-05	0	0	0.003157894736842	0	0	0	6.11E-05	1.64E-05	0	0	0	0	0	0.000451739195904	0.000221827861579	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001058469875947	0.00019687505593	0	0.000362187613184	0.001799670917318	0	0	0	0.000400026668445	0	0	0	0	3.02E-05	0	0	0	0	0	0.000138619351261	0	0	0	0	0	8.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV481	0.000186462800671	0.000375146541618	0	0	0.000137494843943	0	0	2.35E-05	0	0	0.000263157894737	0.000159560888435	0	0	0.000183172548541	9.83E-05	0.000465910855723	0	0	0.000135214314689	0	0.000451739195904	0.000665483584738	0	0	0.000917945841195	0.000581542351454	0.000547307929124	6.70E-05	0.000498398006408	0.000285111478588	0.000422327021891	0.000635106746788	0.000110271820036	0.000404312668464	0.000197638223232	0.002962644911979	0.000181077410593	0.000205600559234	0.000514101057579	0.000573112821353	6.98E-05	0.000174367916303	0.000167294019239	8.97E-05	0.001617199391172	0.000109523027216	0	0	0	8.47E-05	3.58E-05	0	0	0	0.000406063887385	0	0	6.67E-05	0	0	0	0.000151515151515	9.05E-05	0	9.88E-05	8.17E-05	0	0	0.000207929026892	3.45E-05	0	0	0.000168641173743	0	0	0	0	0	0.000100715077047	0.000255601942575	0	0	0.000264410364886	0.000221631205674	0	0	0.000168619846556	3.81E-05	0	0	0.000213702611446	0
FASV482	0.000745851202685	0.000609613130129	0	0	0	0	0	9.39E-05	0.000561088511713	0	0	3.19E-05	0	0	3.05E-05	0	0	0	0	0	0	0.000150579731968	0	0	0	0.002192870620633	0.001896333754741	0.002599712663337	0.000134048257373	0	5.70E-05	0.000985429717745	0.002589281352289	0.001323261840437	6.74E-05	0	0.000729927007299	0.000543232231779	0.000287840782927	0.000146886016451	0.00024561978058	0.000314026517795	0.00052310374891	8.36E-05	8.97E-05	0	0.000383330595258	0.000408263248142	0	0	0	1.79E-05	0	0	0.001491155902921	0.000879805089334	0	0	6.67E-05	0	0	0	0.000151515151515	6.03E-05	0	0	0	0	0	0	0	0	0.000259497612622	4.22E-05	0	8.36E-05	0	0	0	0	0.000255601942575	0	0	0	0	0	0	0	0	0	0.000118336193125	0	0
FASV483	0	4.69E-05	0	0.00022060445621	0	0	0	0.000234841012634	7.01E-05	0	0.000263157894737	0	0	0	6.11E-05	4.91E-05	0	0	0.000211685012701	4.51E-05	0	7.53E-05	0.000221827861579	0	0	0	0.000101137800253	0.000410480946843	6.70E-05	7.12E-05	0	0	0.000146563095413	0.000551359100182	0.000202156334232	0	0.00055817947617	0	0.000287840782927	0.000220329024677	0	0.000383810188416	0.000174367916303	0	0	3.17E-05	0.000602376649691	0	0	0	0.001100808670985	0.00019687505593	0	0	0.000359934183464	0.000270709258257	0	0	0.000133342222815	0	0	0	0.000151515151515	0.000693753204838	0	0.000197579649296	8.17E-05	0	0	0.000138619351261	0	0	5.19E-05	4.22E-05	0	0	0	0.000201085863664	0	0	8.52E-05	0	0	0	0	0	0	0	0	0	0.000177504289687	0	0
FASV484	0.000223755360806	4.69E-05	0	0	0	0.000398327026489	0.000777604976672	4.70E-05	7.01E-05	0	0.000263157894737	0.000127648710748	0	0	0.00012211503236	8.19E-05	0.000310607237149	0	0.000211685012701	0.000135214314689	0	0.000301159463936	0.000221827861579	0.000353481795688	0	0.000254984955888	2.53E-05	0	0.000201072386059	0.000284798860805	0.001140445914353	0.000422327021891	0.000293126190825	0.000275679550091	0.001482479784367	0.000592914669697	0.000601116358952	0.000362154821186	0.00024672067108	0.000403936545241	0.000654986081546	0.001221214235869	0.00104620749782	5.58E-05	0.000403750392535	0.002124556062912	0.000273807568041	0.000816526496285	0	0	0.000211693975189	0.000161079591216	0	0	0.00041135335253	0.000135354629128	0	0	6.67E-05	0.000751220733692	0	0	0.000454545454545	3.02E-05	0	0.000592738947888	0.000163425396307	0.000140134529148	0	0.000277238702523	6.90E-05	0	0	4.22E-05	0	0	0	0.000201085863664	0	0	0.00017040129505	0	0	0	0	0	0	8.43E-05	1.90E-05	0	5.92E-05	0.000170962089157	0
FASV485	0.000186462800671	4.69E-05	0	0	0.000137494843943	0.001593308105955	0	0.000117420506317	0.000420816383785	0.000214684413912	0	3.19E-05	0	0	6.11E-05	3.28E-05	0	0	0	0	0	0	0	8.84E-05	0	0.000917945841195	0.000606826801517	0	6.70E-05	0.000142399430402	0.000228089182871	0.000563102695854	4.89E-05	0.000496223190164	0.00256064690027	0.00311280201591	0.000386431945041	0.000452693526483	0.00049344134216	0.000293772032902	0.000818732601932	0.003524075366364	0.000697471665214	0.000947999442353	0.000403750392535	0.001268391679351	0	0.000326610598514	0	0	0	1.79E-05	0	0	0.000154257507199	0.000135354629128	0	0	6.67E-05	0	0	0	0.000151515151515	6.03E-05	0	4.94E-05	0	0	0	0	0	0	0	8.43E-05	0	0	7.10E-05	0	0	0	0.00017040129505	0	0	0	0	0	0	8.43E-05	0	0.000132432790359	0.000118336193125	0.000299183656024	0
FASV486	0.000708558642551	0.000140679953107	0.000478468899522	0	0	0.000199163513244	0	7.05E-05	0.000140272127928	0	0.000526315789474	0.001116926219045	0	0.002055076037813	0.000183172548541	0.000311250900989	0	0	0.001111346316681	0	0	0.000150579731968	0.000221827861579	8.84E-05	0.000107365256603	0	0	6.84E-05	0	0.000498398006408	0	0	0	0	0	0.000345866890657	0	0	0	0	8.19E-05	0	0	0	4.49E-05	6.34E-05	0.000438092108866	0	0	0	0	0	0	0	0	0.000203031943692	0	0	6.67E-05	0	0	0	0.000151515151515	0	0	0.000395159298592	4.09E-05	0	0	0	0	0	0.000259497612622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV487	0	0.003282532239156	0	0.015442311934701	0	0.000199163513244	0	0	0	0	0	0	0	0	0	0	0	0	0	9.01E-05	6.27E-05	0	0.000221827861579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00538907487548	0	0.055490654205608	0	0.001073863941439	0	0	0	0	0.000435161009574	0	0	0	0	0	0	0	0	0	0.000163425396307	0	0	0	0	0	0	0	0	0.000167112299465	0	0	0	0.000100715077047	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV489	0	0	0	0	0	0	0	0.000211356911371	0	0.000644053241735	0	3.19E-05	0	0	0.000152643790451	1.64E-05	0.000621214474297	0.000641951532659	0	0	0	0	0	8.84E-05	0	0	0.000101137800253	0	0	0	0	7.04E-05	9.77E-05	0	0	0	0	0	0	0.000330493537015	0	0	0	0	0	0	5.48E-05	0	0	0	8.47E-05	1.79E-05	0	0	0	0	0	0.00012396181976	0	0	0	0	0	3.02E-05	0	0	0	0	0	0	0	0.004065040650407	0	0	0	0.000250668449198	0	0.000201085863664	0	0.000100715077047	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000160487883165	0.000105842506351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.94E-05	0	0	0	0	0	0	0.0021278804235	0	0	0	0.000568040614904	0	0	0.001812871386847	0	0.000149097957358	0	0.000264410364886	0	0	0	0.000927409156058	0	0	0.002011715283119	8.55E-05	0
FASV491	0.000149170240537	4.69E-05	0	0	0.000549979375773	0	0	0.000117420506317	0.000140272127928	0	0.000263157894737	0.000223385243809	0	0	0.000244230064721	0	0	0	0.000370448772227	4.51E-05	0	0	0	0	0.000107365256603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.23E-05	0	0	0	0	0	0	0	0.00026668444563	0	0	0	0	0	0	4.94E-05	0	0	0.000223763705527	0	0	0	0	0	0	8.36E-05	0	0	0	0.000100715077047	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV492	0	0	0	0	0	0	0	7.05E-05	0	0	0	0	0	0	0.000244230064721	3.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000268096514745	0	5.70E-05	0	4.89E-05	0.001268125930418	0.000606469002695	0	0	0	0.00037008100662	0.000881316098707	4.09E-05	0.000209351011863	0	2.79E-05	4.49E-05	0	0	0	0	0	0	0	0	0	0	0	0.000435161009574	0	0	0	0	0	0.000606060606061	3.02E-05	0	4.94E-05	0	0	0	0	0	0	0	0	0	0	0	0.000201085863664	0	0	8.52E-05	0	0	0	0	0	0	8.43E-05	0	0	5.92E-05	0	0
FASV493	0	0	0	0	0	0	0.000259201658891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.09E-05	0.000140134529148	0	0	0	0	0.000207598090098	0	0	0	0	0.000603257590991	0	0	0	0	0	0	0	0	0	0.000168619846556	1.90E-05	0	0.000177504289687	0	0
FASV494	0	0.000281359906213	0	0	0	0.000199163513244	0	0.000140904607581	0	0	0.000789473684211	9.57E-05	0	0	0.001373794114055	0	0	0	0.000158763759526	4.51E-05	0	0.001581087185665	0.000221827861579	0	0	0.00020398796471	0	0	6.70E-05	0	0.000171066887153	0.000492714858872	0.00019541746055	5.51E-05	0	0.000148228667424	0.000214684413912	0.00027161611589	0.000411201118467	0.000293772032902	0.00024561978058	0.000523377529658	0	0.000892234769274	4.49E-05	0.000221968543886	0.000109523027216	0	0	0	0.000254032770227	3.58E-05	0	0	0	0	0	0	0	0.000375610366846	0	0	0	0	0	9.88E-05	0	0	0	0	0	0	0	4.22E-05	0	0	0.000106507615294	0	8.64E-05	0	0	0.000149097957358	0	0	0	0	0	0	0	0.000264865580718	0	0.000128221566868	0
FASV495	3.73E-05	4.69E-05	0	0	0	0	0	0.000516650227796	0.000210408191892	0	0.000789473684211	0.000159560888435	0	0	6.11E-05	8.19E-05	0	0	0.000529212531753	9.01E-05	0	0.000150579731968	0	0	0	0.000305981947065	0	0	0.000134048257373	0	0	0	0	5.51E-05	0	0.000938781560354	4.29E-05	0	4.11E-05	0	0.00024561978058	0.000209351011863	0	0.00136623449045	0.000672917320892	0.000190258751903	0	8.17E-05	0	0	0.000550404335493	0.000214772788288	0	0	5.14E-05	6.77E-05	0.000435161009574	0	0	0.000250406911231	0	0	0.000151515151515	0.000693753204838	0	0	0	0	0	0.000138619351261	3.45E-05	0	5.19E-05	0	0	0	0.000355025384315	0	0	0	0.0003408025901	0	0	0	0	0	7.88E-05	0	0	0.000132432790359	5.92E-05	0.000299183656024	0
FASV496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.89E-05	0	0	0	0	9.05E-05	0	0.000146886016451	8.19E-05	0	0	2.79E-05	0	0	0	0	0	0	0	0	0	0	5.14E-05	0	0	0	0	0	0	0	0	0	0	0	4.09E-05	0	0	0	0	0	0	4.22E-05	0	0	0	0	0	0	0	0	0.000218388294387	0	0	0	0	0	0	0	0	0	0
FASV497	7.46E-05	9.38E-05	0	0	0.000137494843943	0.003784106751643	0	0.000305293316425	0.000280544255856	0	0.001052631578947	0.000191473066122	0	0	0.000488460129442	8.19E-05	0	0	0.000317527519052	0.000270428629378	0	0.000225869597952	0.000221827861579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.11E-05	0	0	0	0	0	0	0	5.48E-05	8.17E-05	0	0	8.47E-05	3.58E-05	0	0	0.000205676676265	0	0	0	0.000133342222815	0	0	0	0.001212121212121	0	0	0.000345764386268	0	0	0	0.000207929026892	3.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASV498	0	4.69E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.29E-05	0	0	0	0	0	0	0	0	0.000919583967529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43E-05	0	0	0	0	0
FASV499	0	4.69E-05	0	0	0.000274989687887	0.000597490539733	0	0.000868911746747	0.000210408191892	0	0	0.000574419198366	0	0	3.05E-05	0	0	0	0	9.01E-05	6.27E-05	0	0.000665483584738	0	0	5.10E-05	2.53E-05	0	6.70E-05	0	5.70E-05	0	0.000146563095413	0	0	0	0	0	0	0	0	0	0	0.000111529346159	0	0	0	0.000244957948885	0	0	0	0.000232670520645	0	0	0	0.000203031943692	0	0	0	0.000250406911231	0	0	0	0.000120652731276	0	4.94E-05	4.09E-05	0	0	0	0.000137916767231	0	0	0.000168641173743	0	0	0.00024851776902	0	0	0	0.000426003237625	0	0	0	0	0	7.88E-05	0	3.81E-05	0	0	0.000213702611446	0
FASV500	0	0	0	0	0	0	0	0.000164388708844	0.000490952447749	0	0	9.57E-05	0	0	0	0	0	0.000160487883165	0	0.00329021499076	0.002634880803011	7.53E-05	0.000665483584738	0	0.000536826283015	0	0	0	0.000871313672922	0	0	0	0	0	0	0	0	9.05E-05	0	0	0	0	0	2.79E-05	0	0	0	0	0	0	0	0.001002273012009	0	0	0.000205676676265	0	0	0	0	0.001752848378615	0	0.001131648434553	0	0	0	0.000148184736972	0.001879392057526	0	0.00223763705527	0	0.002516981001965	0	0	0.000126480880307	0	0	0	0.000201085863664	0	0.000100715077047	8.52E-05	0	0	0	0.000886524822695	0	0.002128498226251	8.43E-05	0	0.000132432790359	0	0.001367696713254	0.000565131393049
FASV501	0.000186462800671	9.38E-05	0	0	0.000962463907603	0.000199163513244	0	0.002137053214973	0	0	0.002631578947368	6.38E-05	0	0	9.16E-05	0	0	0	0.002063928873836	4.51E-05	0	0.000978768257793	0.000443655723159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183607520564	0	0	0	0	0	0	0.000219046054433	0	0	0	0.00080443710572	3.58E-05	0	0	0.000154257507199	0.000135354629128	0	0	0.00026668444563	0.000125203455615	0.00082667401488	0	0.000151515151515	6.03E-05	0	0.000889108421833	4.09E-05	0	0	0.000277238702523	0	0	0	0	0	0	3.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
