"s1cmr2"	"s1cmr3"	"s1cmt2"	"s1cmt3"	"s1rmr2"	"s1rmr3"	"s1rmt2"	"s1rmt3"	"s2cmr2"	"s2cmr3"	"s2cmt2"	"s2cmt3"	"s2rmr2"	"s2rmr3"	"s2rmt2"	"s2rmt3"	"s3cmr2"	"s3cmr3"	"s3cmt3"	"s3rmr2"	"s3rmr3"	"s3rmt3"
"BASV7097"	1.77e-05	3.84e-05	0	0	0.000103923096908	1.91e-05	0	0	2.44e-05	4.16e-05	0	0	1.65e-05	0	0	0	9.24e-05	4.16e-05	0	0	0	0
"BASV7155"	0	1.92e-05	0	0	2.6e-05	7.64e-05	0	0	4.87e-05	6.23e-05	0	0	0	0	0	0	1.85e-05	2.08e-05	0	0	0	0
"BASV7200"	1.77e-05	7.68e-05	0	0	7.79e-05	0	0	0	0.0001461	2.08e-05	0	0	8.25e-05	0	0	0.00050994390617	0	0	0	0	0	0
"BASV7235"	1.77e-05	9.6e-05	0	0	0	0	0	0	2.44e-05	2.08e-05	0	0	3.3e-05	2.74e-05	0	0	0	4.16e-05	0	0	0	0
"BASV7379"	5.32e-05	0	0	0	5.2e-05	1.91e-05	0	0	0.000243516376476	0	0	0	0.000181377479513	0	0	0	7.39e-05	0	0	0	0	0
"BASV7461"	5.32e-05	1.92e-05	0	0	2.6e-05	0	0	0	4.87e-05	0	0	0	1.65e-05	0	0	0	1.85e-05	0	0	0	0	0
"BASV7466"	1.77e-05	1.92e-05	0	0	2.6e-05	0	0	0	0	2.08e-05	0	0	1.65e-05	2.74e-05	0	0	0	0	0	0	0	0
"BASV7608"	3.55e-05	1.92e-05	0	0	0.000103923096908	0	0	0	4.87e-05	0	0	0	3.3e-05	0	0	0	0.000110858599856	0	0	0	0	0
"BASV7665"	0	1.92e-05	0	0	0	1.91e-05	0	0	2.44e-05	0	0	0	1.65e-05	0	0.000155134967422	0	1.85e-05	4.16e-05	0	0	0	0
"BASV7703"	0.000124080475051	3.84e-05	0	0	7.79e-05	1.91e-05	0	0	2.44e-05	2.08e-05	0.000145137880987	0	1.65e-05	2.74e-05	0	0	7.39e-05	2.08e-05	0	0	0	0
"BASV7826"	1.77e-05	3.84e-05	0	0	0	0	0	0	4.87e-05	2.08e-05	0	0	0	0	0	0	1.85e-05	2.08e-05	0	0	0	0
"BASV7851"	8.86e-05	0	0	0	2.6e-05	0	0	0	2.44e-05	2.08e-05	0	0	6.6e-05	0	0	0	1.85e-05	6.24e-05	0	0	0	0
"BASV7872"	0	0.000115189679005	0	0	2.6e-05	5.73e-05	0	0	0	0	0	0	3.3e-05	2.74e-05	0	0	0	0.000103980368506	0	0	0	0
"BASV7895"	0	1.92e-05	0	0	2.6e-05	0	0	0	2.44e-05	4.16e-05	0	0	3.3e-05	5.49e-05	0	0	1.85e-05	2.08e-05	0	0	0	0
"BASV8147"	3.55e-05	1.92e-05	0	0	0	0	0	0	2.44e-05	2.08e-05	0	0	3.3e-05	0	0	0	0	4.16e-05	0	0	0	0
"BASV8175"	1.77e-05	1.92e-05	0	0	2.6e-05	5.73e-05	0	0	0	2.08e-05	0	0	0	5.49e-05	0	0	5.54e-05	4.16e-05	0	0	0	0
"BASV8230"	0	9.6e-05	0.00014905351021	0	2.6e-05	0	0	0	0	2.08e-05	0	0	1.65e-05	0	0	0.00050994390617	0	0	0	0	0	0
"BASV8315"	1.77e-05	1.92e-05	0	0	0.000103923096908	0	0	0	7.31e-05	4.16e-05	0	0	6.6e-05	8.23e-05	0	0	5.54e-05	4.16e-05	0	0	0	0
"BASV8523"	0	7.68e-05	0	0	7.79e-05	0	0.000365430294172	0	0	6.23e-05	0	0	1.65e-05	0	0	0	1.85e-05	2.08e-05	0	0	0	0
"BASV8552"	5.32e-05	3.84e-05	0	0	0.000233826968044	0	0	0	4.87e-05	2.08e-05	0	0	9.89e-05	0	0	0	0.000314099366258	0	0	0	0	0
"BASV8807"	1.77e-05	3.84e-05	0	0	0.000597557807223	1.91e-05	0	0	2.44e-05	4.16e-05	0	0	4.95e-05	0	0	0	0	0	0	0	0	0
"BASV8986"	7.09e-05	0	0	0	5.2e-05	0	0.0012790060296	0	7.31e-05	0	0	0	4.95e-05	0	0.000620539869687	0	7.39e-05	0	0	0	0	0
"BASV9228"	3.55e-05	1.92e-05	0	0	0	1.91e-05	0	0	7.31e-05	0	0	0	1.65e-05	0	0	0	0	0.000103980368506	0	0	0	0
"BASV9661"	1.77e-05	3.84e-05	0	0	0.000181884645362	0	0.000182715147086	0	4.87e-05	2.08e-05	0	0	4.95e-05	0	0	0	1.85e-05	0.000104	0	0	0	0
"BASV9663"	1.77e-05	1.92e-05	0	0	5.2e-05	0.000114565034751	0	0	0	6.23e-05	0	0	1.65e-05	0	0	0	0	8.32e-05	0	0	0	0
"BASV9919"	1.77e-05	0.000115189679005	0	0	0	1.91e-05	0	0	0	4.16e-05	0	0	1.65e-05	0	0	0	0	4.16e-05	0	0	0	0
"BASV9951"	1.77e-05	1.92e-05	0	0	2.6e-05	5.73e-05	0.000365430294171	0	4.87e-05	6.23e-05	0	0	1.65e-05	2.74e-05	0	0	3.7e-05	4.16e-05	0	0	0	0
"BASV10017"	1.77e-05	3.84e-05	0	0	2.6e-05	3.82e-05	0	0	0	2.08e-05	0	0	0	2.74e-05	0	0	0	0	0	0	0	0
"BASV10083"	0.000124080475051	0	0	0.000324780772978	7.79e-05	0	0.000365430294171	0	9.74e-05	2.08e-05	0	0	4.95e-05	5.49e-05	0.000465404902265	0	1.85e-05	0	0	0	0	0
"BASV10875"	0	7.68e-05	0	0	5.2e-05	1.91e-05	0	0	0	6.23e-05	0	0	1.65e-05	0	0	0	5.54e-05	0	0	0	0	0
"BASV10929"	0	1.92e-05	0	0	0.000129923096908	3.82e-05	0	0	4.88e-05	0	0	0	1.65e-05	2.74e-05	0	0	1.85e-05	0	0	0	0	0
"BASV11049"	1.77e-05	1.92e-05	0	0	2.6e-05	0	0	0	4.87e-05	0	0	0	0	0	0	0	3.7e-05	2.08e-05	0	0	0	0
"BASV11273"	1.77e-05	1.92e-05	0	0	0	1.91e-05	0	0	0	2.08e-05	0	0	1.65e-05	5.49e-05	0	0	0	2.08e-05	0	0	0	0
"BASV11298"	1.77e-05	1.92e-05	0	0	5.2e-05	3.82e-05	0	0	0	8.31e-05	0	0	0	0	0	0	0	2.08e-05	0	0	0	0
"BASV12103"	5.32e-05	0	0	0	0.000103923096908	1.91e-05	0	0	2.44e-05	2.08e-05	0	0	1.65e-05	0	0	0	9.24e-05	0	0	0	0	0
"BASV12683"	3.55e-05	0	0	0	0	0	0.000182715147086	0	2.44e-05	2.08e-05	0	0	3.3e-05	2.74e-05	0	0	0	0	0	0	0	0
"BASV13257"	1.77e-05	1.92e-05	0	0	0	1.91e-05	0	0	2.44e-05	0	0	0	1.65e-05	0	0.000155134967422	0	5.54e-05	6.24e-05	0	0	0	0
"BASV13784"	0.000106354692901	0	0	0	0.0001039	0	0	0	4.87e-05	8.32e-05	0	0	0.000148399755965	0	0.000465404902265	0	9.24e-05	0	0	0	0	0
"BASV13836"	1.77e-05	1.92e-05	0	0	0	1.91e-05	0	0	0.000194813101181	0	0	0	0	0	0	0	3.7e-05	4.16e-05	0	0	0	0
"BASV14162"	0	0.000115189679005	0	0	2.6e-05	1.91e-05	0	0	0	0.000103913377808	0	0.000545256270447	1.65e-05	0	0	0.00050994390617	0	0	0	0	0	0
"BASV14947"	3.55e-05	3.84e-05	0	0	0	0	0	0	2.44e-05	4.16e-05	0	0	0	5.49e-05	0	0	0	8.32e-05	0	0	0	0
"BASV17140"	1.77e-05	0	0	0	0	3.82e-05	0	0	9.75e-05	0	0	0	1.65e-05	5.49e-05	0	0.00050994390617	0	0	0	0	0	0
"BASV22058"	1.77e-05	0	0	0.000324780772978	0	1.91e-05	0	0	4.87e-05	0	0.000290275761974	0	1.65e-05	0	0	0	0	0	0	0	0	0
"BASV31339"	3.55e-05	7.68e-05	0	0	0	7.64e-05	0	0.000252525252525	0	6.24e-05	0	0	9.9e-05	0	0	0	0	0	0	0	0	0
"FASV3"	0.032073906352502	0.009443905729584	0.214136125654449	0.206216577540107	0.04114743442681	0.03237482404987	0	0.293157075099361	0.061536912075738	0.055380420243675	0.014015207991651	0.648831622625028	0.097831835007933	0.011081560283688	0.544523639775305	0.104138713283405	0.025545876983392	0.019408151393779	0.133359819891405	0.067451693887936	0.037953378569904	0.321842328341339
"FASV8"	0.236506126531036	0.009865508663941	0.290968586387435	0.039605614973262	0.16615186462882	0.040217172732757	0	0.011059270779333	0.133850337395508	0.033483854477295	0.43640972118682	0.011574579602534	0.130618720253834	0.035460992907802	0.086225026288118	0.002601497832085	0.138858423792261	0.013566818123871	0.013905442987684	0.193479835276019	0.035816536111468	0.002825656965245
"FASV10"	0.000622794747768	0.000337282347485	0.001047120418848	0.001336942245989	0.000390527922746	0	0	0.000345602211854	0	0.00017040129505	0.001192783658864	0.000436776588775	0	0	0.0001660302175	0.000157666535278	0	0.677785139006754	0.727056019070322	0	0.000384664700603	0
"FASV11"	0.006383641747976	0.013027549791307	0.000523560209424	0.000501336898396	0.007704043224341	0.010657550774181	0	0	0.00745291570148	0.012183691948539	0.001789175488296	0	0.006081438392385	0.002881205673759	5.53e-05	0.000630666141112	0.014164037340865	0.005499007249548	0.001059462322871	0.010295248801846	0.006368337821089	0.000565131393049
"FASV14"	0.001349387585634	0.08389908246975	0.004973821989528	0.117647146524063	0.000177510153726	0.270058314900463	0	0.001987212165198	0.026991640648605	0.025048988429753	0.002534665275086	0.008735531775497	0.001057641459546	0.610593971631207	0.000442747246666	0.552542372881356	0.004889955703566	0.002169134639901	0.003310819758973	0.001005889544998	0.546993123212378	0.364227182820005
"FASV16"	0.035654972451734	0.013069730671614	0.161649214659685	0.048462654545454	0.057301086874712	0.054293183189222	0	0.034733021738379	0.07603988317051	0.049842378154554	0.095869986581184	0.042804105699935	0.085933368588049	0.04188829787234	0.130887111389674	0.021442615530154	0.114408555964928	0.037979282970222	0.019864918553834	0.068694223915745	0.056075524721118	0.016106244701893
"FASV18"	0.010483704027403	0.013702135073148	0.001178010471204	0.000752005347594	0.001597611690986	0.002815202091293	0	0	0.007855776009669	0.015165714611911	0.000149097957358	0	0.000528820729773	0	5.53e-05	0.000157666535278	0.007587893095017	0.005118447340881	0.000264865580718	0.00254422815218	0.001153953579519	0.000282565696524
"FASV19"	0.013130579198671	0.000801045575277	0.000261780104712	0.000752005347594	0.018461319984379	0.001206515181983	0	0.000691204423708	0.007452915701481	0.001022407770299	0.00149097957358	0.000218388294387	0.012691697514543	0.000886524822695	0.0001660302175	0.001182499014584	0.007672203018295	0.000304442964513	0.001589193484307	0.018992990899947	0.002521650292773	0.000282565696524
"FASV20"	0.003736765621756	0.001812892617732	0.000523560209424	0.000501336898395	0.000390527922746	0.008847778001206	0	0.000259201658891	0.001913586463893	0.01141688676834	0.000894587744148	0.000218388294387	0.002115282919091	0.00177304964539	0	0.000315333070556	0.003035147314729	0.044734088098183	0.001721626274665	0.000887521448435	0.001153994101808	0
"FASV27"	0.040741126136601	0.001475648509634	0.000523560209424	0.000835649197861	0.041537959811124	0.003820631409612	0	0.000345601658891	0.034545271427133	0.000766803237625	0.00074548978679	0.000218388294387	0.046007403490216	0.001994680851064	0.000165986811666	0.00078833267639	0.023185189208331	0.000437559908667	0.001589193484307	0.058872447500146	0.002692609770483	0
"FASV29"	0.002543076603695	0.00261393819301	0.001701570680628	0.000752049197861	0.002059147229027	0.003016287954957	0	8.64e-05	0.002215731695034	0.012268893243589	0.00074548978679	0.000436776588775	0.001586462189318	0.00177304964539	0.000498090652499	0.000472999605834	0.00252929769834	0.001122633431643	0.000794596742153	0.002662564345305	0.006368337821088	0.000282565696524
"FASV30"	0	0.608204372515705	0	0.274314839572192	0.000887563460787	0.002614116227629	0	0.000518403317782	0.000906435693423	0.13010138812303	0.00074548978679	0.001747106355099	0.004230565838181	0	0	0	0	0.000627913614308	0.001324327903589	0	0	0
"FASV32"	0.006487440315549	0.006492685189089	0.000261780104712	0.000501336898396	0.000284020307452	0.000402171727328	0	0	0.004935038775305	0.007242055039618	0.000447293872074	0	0.000528820729773	0	0	0.000157666535278	0.0049742854734	0.002625820568928	0.000132432790359	0.000414176675936	0.000170921566868	0.000282565696524
"FASV35"	0.000570894747768	0.000590244108099	0.000130890052356	0.000919117647059	0.000426030461178	0.001206515181983	0	0	0.000604290462282	0.001448411007924	0.000149097957358	0	0.000528820729773	0.000886524822695	0	0.000157666535278	0.00084309923278	0.000437636761488	0.000397298371077	0.000118336193125	0.000256443133735	0
"FASV36"	0.021797799460245	0.002403136725831	0.02303664921466	0.003592914438502	0.016970213370256	0.009652121455862	0	0.001036806635562	0.147648302950951	0.017551333390134	0.013418816162219	0.003930989298974	0.018244315177155	0.01063829787234	0.030715590237423	0.003074497437919	0.00868392209763	0.014308819332129	0.000794596742153	0.007987693035915	0.001837842458435	0.000565131393049
"FASV37"	0.000363297612622	0.000253001467178	0.000261780104712	0.0001672	0.000248515230589	0.000804343454656	0	8.64e-05	0.000906435693423	0.0001704	0.000298195914716	0.000436776588774	0.000264410364886	0.001329787234043	0	0.000551832873473	0.000758769462946	0.000266404538103	0.000662163951795	0.000236672386249	0.000341883656024	0.000282565696524
"FASV40"	0.003269669919037	0.004721992571356	0.000261780104712	0.001504054545455	0.001065076152945	0.002614116227629	0	0	0.00271930708027	0.011672488710914	0.000894587744148	0	0.004759386567953	0.001994680851064	0	7.88e-05	0.00126464884917	0.0012748549139	0.000264865580718	0.00076918525531	0.0015813993247	0.000282565696524
"FASV43"	0.001608886630683	0.008938041034614	0.001439790575916	0.002924552941176	0.003869776689031	0.049064950733963	0	0.006652841472265	0.003525027696646	0.055380418948625	0.00372744893395	0.009609084953046	0.003701745108408	0.022606382978725	0.000498090652499	0.01734325234529	0.022426429668662	0.005460841137857	0.001324327903589	0.002189283379682	0.01491639914519	0.00508618253744
"FASV45"	0.001505086153207	0.000758885281842	0.004188481675393	0.003927139037433	0.009124152376895	0.001809772772974	0	0.000259201658891	0.004028603081881	0.001874414245548	0.001192783658864	0.000436776588775	0.004494976203067	0.000664893617021	0.000442747246666	0.000394166338195	0.001601888542281	0.000684996670155	0.000662163951794	0.001656706703745	0.003419241783135	0
"FASV46"	0.001712686630683	0.001602249976811	0	0	0.030745177974223	0.004423889000604	0	0.0001728	0.000805720616376	0.002044814245549	0.000894587744148	0	0.023003701745109	0.001329787234043	0	0.000315266535278	0.001517538925892	0.000856130558463	0.000927029532512	0.014259702692148	0.002307761413856	0
"FASV49"	0.000415196657671	0.01016063071799	0.000261780104712	0.000167112299465	0.00095856853765	0.015282525638448	0	0	0.000906435693423	0.002130016188123	0.000298195914716	0.000218388294387	0.000264410364886	0.001994680851064	5.53e-05	7.88e-05	0.000590169462946	0.000780135096566	0	0.001065025738122	0.009531136470488	0.0254309126872
"FASV51"	0.000570894747768	0.000126480880307	0	0.000167112299465	0.000532538076472	0.000603257590991	0	0	0.001309296001611	0.001874414245548	0.000447293872074	0	0	0.000443262411348	0	0	0.001096029002614	0.001046522690515	0.000132432790359	0.000414176675936	0.000897550968073	0
"FASV56"	0.001556985675732	0.000505923521228	0.000261780104712	0.000250712299465	0.001242588845102	0.001206515181983	0	0.000345601658891	0.001107865847517	0.000852006475249	0.000298195914716	0	0.006345848757272	0.000886524822695	0	7.88e-05	0.001686198465559	0.000894301208258	0.000264865580718	0.006094313945921	0.002350728725905	0
"FASV58"	0.000207599045049	0.000337361760614	0.001178010471204	0	0.000426020307451	0.001809772772975	0	0	0	0.0002556	0.001640077530938	0.000218388294387	0.000528820729772	0.001329787234043	0	0.000315266535278	0.00059014961639	9.51e-05	0.000927029532512	0.000236736193125	0.000299162089157	0
"FASV60"	5.19e-05	0.000210801467178	0	8.36e-05	0.000319522845883	0.000201085863664	0	0	0.000100715077047	8.52e-05	0	0	0.000264410364886	0.000221631205674	0	0	0.002023438158671	5.71e-05	0	5.92e-05	4.27e-05	0
"FASV62"	0.001505087108159	0.001222667629327	0.000261780104712	0.000250668449198	0.000213010153726	0.000804343454655	0	0	0.000604290462282	0.0001704	0	0	0.001322051824431	0.000664893617022	0	0.000551766338195	0.001601878619004	0.000970445837694	0.000264865580718	0.00112425764156	0.000384583656024	0.000282565696524
"FASV66"	0.000155698567573	0	0.00065445026178	0.000250668449198	0.01210636560514	0.012467323547155	0	0.127008812856402	0.000100715077047	8.52e-05	0	0.001091941471936	0.011634056054997	0.004210992907802	0.002047662609996	0.102089081592433	8.43e-05	0	0.000264865580718	0.003845926276552	0.010813352139163	0.110483187341057
"FASV69"	0.000311398090098	0.00080106469497	0.00065445026178	0.004846256684493	0.000497035538041	0.000201085863664	0	0	0.000705005539329	0.005964044031695	0.000596391829432	0.009827473247434	0.000264410364886	0	0.000498047246666	0.002128498226251	0.0001686	0.000646847502617	0.000529731161436	0.000532512869062	0.002222466636748	0.005368748233964
"FASV71"	0.002127883288353	0.001981672030862	0.000130890052356	0.000250712299465	0.001988131998437	0.004021717273277	0	0	0.003625742773692	0.013291300366363	0.000298195914716	0.000436776588774	0.004494976203067	0.001329787234044	0	7.88e-05	0.003793916777676	0.001769559452003	0.000397298371077	0.004970215821549	0.005983670509041	0
"FASV75"	0.005293751774964	0.001475649976812	0.005890052356021	0.000250712299465	0.002378667536478	0.00100542931832	0	0	0.006143619699869	0.002726419425748	0.023259281347846	0.000218388294387	0.000264410364886	0.000886524822695	0.0003319302175	0.000315299802917	0.00177049846556	0.000228293796975	0.000264865580718	0.005502696787173	0.001324975146387	0.001412828482622
"FASV76"	0.000415196180195	0.000295122054049	0.000130890052356	0	0.000745553307061	0.00160868690931	0	0	0.001410011078658	0.004600833671296	0.000149097957358	0	0.001322051824431	0.000886524822695	0	0	0.006576164092404	0.002492626771954	0.000132432790359	0.000887553351873	0.000726567312049	0
"FASV78"	0	4.22e-05	0.000130890052356	0.0001672	3.55e-05	0	0	0.0002592	0.000201430154094	0	0.000149097957358	0	0	0.000443262411348	0	0.0001576	0.000168619846556	5.71e-05	0.000397298371077	0.000710017158748	0.0001281	0
"FASV81"	0.003996263234379	0.001222648509634	0	0	0.001597614229417	0.002614116227629	0	0	0.001913586463893	0.004515634318821	0.000298195914716	0	0.000264410364886	0.000221631205674	0	0.000157666535278	0.002866537391451	0.001579314822567	0.000132432790359	0.000295840482812	0.000341924178313	0
"FASV82"	0.001608885198256	0.001475610270247	0.000392670157068	0.000250668449198	0.001881634536869	0.002211944500302	0	0	0.00100715077047	0.002726420720797	0	0	0.001057641459545	0.00177304964539	0.000110686811666	0	0.001601888542281	0.000437636761488	0.000132432790359	0.000591680965623	0.004957900585545	0.008194405199209
"FASV84"	0	0.000463763227792	0	0	0.000319520307452	0.003418459682284	0	0.000950406082599	0.000503575385235	0.0003408025901	0	0	0.003437334743522	0	0.000221373623333	7.88e-05	0.001180329002614	0.002035979269337	0.000132432790359	0.003254277214366	0.001410415668676	0
"FASV99"	0.000103799045049	8.43e-05	0	8.36e-05	0	0	0	8.64e-05	0	0	0	0	0	0	0	7.88e-05	0.000252929769834	3.81e-05	0.000529731161436	0	4.27e-05	0
"FASV100"	0.000103799045049	0.000337322054049	0.000261780104712	0	0.001526606614122	0.009249949728534	0	0	0.000100715077047	0.0001704	0	0	0	0.000443262411348	0	0	0.000421529769834	0.000133193796975	0.000662163951795	0.001005921448435	8.55e-05	0
"FASV102"	0.00083039236039	0.003920966115771	0.001178010471204	0.034592552941175	3.55e-05	0.007842348682889	0	0.099101432037326	0.002115016617987	0.001874411007924	0.000894587744148	0.042585717405547	0.002908514013749	0.003767730496456	0.003929164784991	0.090342891446588	0.00101169923278	0.000818170649796	0.018937889021326	0.00550276059405	0.019703278163866	0.095789771121784
"FASV104"	5.19e-05	0	0	0	0	0.000201085863664	0	0.0001728	0	0	0.000447293872074	0	0	0.000443262411348	0.0001106	0.0001576	0	0.0001331	0.000132432790359	5.92e-05	0.000213621566868	0
"FASV111"	0	0.000168680880307	0	0	0.0001065	0.000402171727328	0	0	0	0.110079236602198	0	0	0	0.000443262411348	0	0	8.43e-05	0.000970356578823	0	5.92e-05	0	0
"FASV113"	0.000311397135146	0	0	8.36e-05	0	0	0	0	0.000100715077047	0	0	0	0	0	5.53e-05	0	8.43e-05	5.71e-05	0	0	8.54e-05	0
"FASV118"	0.000155699045049	0.000126480880307	0	0	7.1e-05	0.001005429318319	0	0	0.003122167388458	0.000766805827724	0	0	0	0	0	7.88e-05	0.001686188542281	0.001560214822567	0	0.00029587238625	0.000341962089157	0.000282565696524
"FASV121"	0.00046709570272	0.008853661621485	0.001178010471204	0.000584893048128	0.004153796996485	0.004423889000603	0	0.000777604976672	0.000805720616376	0.01678452756241	0.000298195914716	0.001091941471937	0	0.000221631205674	0.000110686811666	0.000788332676389	0.002697917544895	0.001350937969746	0	5.92e-05	0.000128221566868	0
"FASV122"	0.0001038	0	0	0	3.55e-05	0	0	0	0.000604290462282	0	0	0	0.000264410364886	0	0.000110686811666	0.000157666535278	0	1.9e-05	0	0.0001776	0	0
"FASV125"	0.0001038	0.000843245575277	0	8.36e-05	0.000177507615294	0	0	0.0001728	0.000201430154094	0	0	0	0	0	0	0	0.000927389309502	0.000380615279231	0.000397298371077	0	4.27e-05	0
"FASV129"	0.001089889973012	0.001138307335891	0	0	0.000355020307452	0.000804343454656	0	8.64e-05	0.000402860308188	0.001448411007923	0.000149097957358	0	0.000264410364886	0	0	0	0.002192058005228	0.000456681390924	0	0.000473376675936	0.000384683656024	0
"FASV131"	0.000103799045049	0.000590342640921	0.000130890052356	8.36e-05	0.000319515230589	0.000402171727328	0	0	0.000100715077047	0.000596403237625	0	0	0.000264410364886	0	0	0	0.000337239693112	0.0001522	0	0.000532544772499	0.000384521566868	0
"FASV132"	5.19e-05	0.000168641173743	0	8.36e-05	7.1e-05	0.000201085863664	0	0	0.000100715077047	0.001448409712874	0	0	0	0.000221631205674	0	7.88e-05	0	3.81e-05	0	0.002721764345305	4.27e-05	0
"FASV134"	0.000155699045049	8.44e-05	0	0	3.55e-05	0.000402171727328	0	0	0.000100715077047	0.0003408025901	0.000298195914716	0	0.000264410364886	0.000443262411348	0	0	0.002444987775061	7.61e-05	0	0.000355040482812	0.000341962089157	0
"FASV135"	5.19e-05	0	0	0	0.0001775	0.000804343454655	0	0	0	0.0001704	0.000149097957358	0	0	0.000221631205674	5.53e-05	0	0.0002529	0.0001523	0	5.92e-05	8.54e-05	0
"FASV137"	0	0.0001265	0	8.36e-05	0	0.000201085863664	0	0	0	0.00017040129505	0	0	0	0	0	0	0	1.9e-05	0.000132432790359	5.92e-05	0.000128221566868	0
"FASV138"	0.000622794747769	0.000463782347486	0.000130890052356	0	0.000106507615294	0.000201085863664	0	0	0	8.52e-05	0.000298195914716	0	0	0	0	0	0.001939128235393	9.51e-05	0.000132432790359	0.0001776	4.27e-05	0
"FASV142"	0.000259497612622	4.22e-05	0	0	3.55e-05	0.002211944500302	0	0	0	0.0003408025901	0	0	0	0	0	0	8.43e-05	9.51e-05	0	0	8.55e-05	0
"FASV144"	0.000259498567573	0.000252941173743	0	0	0.000142007615294	0.000201085863664	0	0	0.000402860308188	0	0.000149097957358	0	0	0.000221631205674	0	0	0.000252929769834	0.000209293796975	0	0.0001184	0.000384543133736	0
"FASV146"	0	0	0.000130890052356	0	7.1e-05	0	0	0	0	0	0.000149097957358	0	0	0.000221631205674	0	0	8.43e-05	1.9e-05	0	0	0	0
"FASV147"	0.001089890450488	0.000126480880307	0.000261780104712	0.000584936898396	0.002236652305889	0.001407601045647	0	0.011491272438223	0	0.000852005827724	0.001043685701506	0	0.002908514013749	0	0.000165986811666	7.88e-05	0.000168619846556	3.81e-05	0.000132432790359	0.000591712869061	0.002692671859641	0
"FASV149"	0.000622794747768	0.000168641173743	0	0.000167112299465	0	0.000201085863664	0	0	0	0	0	0	0	0	0	0	0	1.9e-05	0	0	4.27e-05	0
"FASV151"	0.000103799045049	0.000463763227792	0.000261780104712	8.36e-05	0	0	0	0	0.000604290462282	0.002556019425748	0.000149097957358	0	0	0	0	0	0.000421539693112	0.000152193796975	0	5.92e-05	8.55e-05	0
"FASV156"	0.000363297135147	8.43e-05	0.000130890052356	8.36e-05	0	0.000201085863664	0	0	0	0	0.000149097957358	0	0.000264410364886	0	0	0	8.43e-05	0.000951307411283	0	0	0	0
"FASV160"	0.001297488540586	0.00080106469497	0	0.0002508	0.000248512692157	0.000201085863664	0	0	0.001712156309799	0.001533611007924	0.000149097957358	0	0.000528820729773	0.000221631205674	0	0	0.002023418312116	0.000894207411284	0	0.000355040482812	0.0001709	0
"FASV163"	0	0.000253001467178	0	0	0	0.000402171727328	0	0	0	0.000255601942575	0.000447293872074	0	0	0	5.53e-05	0	0	7.61e-05	0	0.000177536193125	0.000128221566868	0
"FASV167"	5.19e-05	0.00033732205405	0	0	7.1e-05	0.002413030363966	0	0.000432001658891	0.000402860308188	0.002300416835648	0.000298195914716	0	0	0	0.000110686811666	0	0.0003372	1.9e-05	0	5.92e-05	0.000683807834338	0
"FASV171"	0.00083039236039	0.000253041173743	0	8.36e-05	0.00149110407569	0.000402171727328	0	0.000172801105927	0.000503575385235	0.00051120388515	0	0	0.001586462189317	0	0	0	0.0001686	0.000380598335078	0.000132432790359	0.000118336193125	0.000982969923494	0
"FASV173"	0.0001557	0.000126480880307	0	0	0.000142010153726	0	0	0	0	0.0003408025901	0	0	0.000264410364886	0	0	0	8.43e-05	7.61e-05	0	5.92e-05	0.0002564	0
"FASV185"	0.000103799045049	4.22e-05	0	0	0.000213010153726	0	0	0	0	0	0	0	0.000528820729773	0	0	0	0	0	0.000132432790359	0.000414240482812	0.000341924178314	0
"FASV190"	0.000778493315343	0.006408404308782	0.002356020942408	0.000919161497326	3.55e-05	0.005228232455259	0	0.002332813824088	0.000503575385235	0.013546901661414	0	0.001528718060712	0.000264410364886	0.003546099290781	5.53e-05	0.000315299802917	0.000590139693112	0.000856235096565	0.003708118130049	0	0.000470064700603	0
"FASV192"	0.000259498090098	0.0001265	0	8.36e-05	3.55e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.61e-05	0.000132432790359	0	4.27e-05	0
"FASV195"	0.000259498567573	0.000210801467178	0.000130890052356	0.000417912299465	0.000958563460787	0.003016287954957	0	0.005961637048557	0.000302145231141	0.0001704	0	0	0.000528820729772	0	0	0.000315333070556	0.001180329002614	0.0001331	0	5.92e-05	0.000983029401205	0
"FASV197"	0.000363297612622	0.000337261760614	0	0	0.003017703074519	0.001005429318319	0	0	0.000100715077047	0.0008520051802	0	0	0.000528820729772	0.000664893617022	0	0	0.002192028235394	0.000285293796975	0	0.001538466220934	0.000299143133736	0
"FASV198"	0.0001557	8.43e-05	0	0	3.55e-05	0.000603257590992	0	0	0.000604290462282	0.000937207122774	0.000447293872074	0	0	0	0	0.000157666535278	0	0	0	5.92e-05	4.27e-05	0
"FASV199"	0.0001038	0	0	0	3.55e-05	0.000201085863664	0	0	0	8.52e-05	0	0	0	0.000221631205674	0	0	8.43e-05	7.61e-05	0	0	0.000384683656024	0
"FASV201"	0	0	0	0	0.000142	0	0	0	0	0	0	0.000218388294387	0.000264410364886	0	0	7.88e-05	0.000252929769834	7.61e-05	0	0	0	0
"FASV211"	5.19e-05	4.22e-05	0	0.000250668449198	7.1e-05	0	0	0	0.000100715077047	0	0	0.000655164883162	0	0	0	0	0	3.81e-05	0	5.92e-05	0	0
"FASV215"	0.000103799045049	0.000168641173743	0.000261780104712	8.36e-05	0.00039051776902	0.000201085863664	0	0	0.000402860308188	0.00017040129505	0	0.000218388294387	0	0.000221631205674	0	0	0	9.52e-05	0	0.000118336193125	0.000555543133736	0
