"q1cmr2"	"q1cmr3"	"q1cmt2"	"q1cmt3"	"q1rmr2"	"q1rmr3"	"q1rmt2"	"q1rmt3"	"q2cmr2"	"q2cmr3"	"q2cmt2"	"q2cmt3"	"q2rmr2"	"q2rmr3"	"q2rmt2"	"q2rmt3"	"q3cmr2"	"q3cmr3"	"q3cmt2"	"q3cmt3"	"q3rmr2"	"q3rmr3"	"q3rmt2"	"q3rmt3"	"q4rmr2"	"q4rmr3"	"q4rmt2"	"q4rmt3"
"BASV924"	7.28e-05	0.000154834713943	0	0	0.000164774506088	7.25e-05	0	0	0.000349229754375	0.000384434667464	0	0	0.000126903553299	0.000173448503139	0	0	0.000107591668101	0.000105141415203	0	0	0.000137276435519	0.000196505770124	0	0	0.000339267182885	0.000210486434149	0	0
"BASV932"	0.000854996270761	5.81e-05	0.001383125864454	0.001618122977346	0.001038124487139	0.00053172205438	0.020014825796887	0.000904159132007	0.000562641325521	0.000192187407629	0.002341920374707	0	7.25e-05	6.94e-05	0.000509683995923	0.001113585746102	0.0001291	0	0.00374531835206	0	0.000607938500157	0.000786023080496	0.002734731084777	0	0.002095473776643	6.31e-05	0.000248077400149	0
"BASV939"	0.000309253970275	1.94e-05	0	0	0.000346026462786	0.00021752265861	0	0.000904159132007	0.000271623142292	4.27e-05	0.000585480093677	0	0.000543872371284	0.000121413952198	0	0	0.000107591668101	4.21e-05	0	0	0.000666771258237	0.00051806066669	0	0	0.000199568931109	0.000294681007809	0	0
"BASV952"	1.82e-05	1.94e-05	0	0	0	0	0	0	1.94e-05	0	0	0	3.63e-05	3.47e-05	0	0	4.3e-05	2.1e-05	0	0	3.92e-05	0	0	0	2e-05	0	0	0
"BASV973"	1.82e-05	7.74e-05	0	0	4.94e-05	0.00019335347432	0	0	0	6.41e-05	0	0	1.81e-05	0.000503000659104	0	0	4.3e-05	2.1e-05	0	0	7.84e-05	0.000196505770124	0	0.000697836706211	0	0.000231535077564	0	0
"BASV1052"	0.000345636790308	0.0001354803747	0	0	0.00028011666035	0.00014501510574	0	0	7.76e-05	8.54e-05	0	0	0.000235678027556	0.000156103652825	0	0	6.46e-05	8.41e-05	0	0	0.000411829306558	0.000303690735646	0	0	0.000379180969107	0.000252583720979	0	0
"BASV1058"	0.00076403922068	0.0001354803747	0.000461041954818	0	0.000510800968874	0.000628398791541	0	0	0.000213418183229	0.000213574815258	0	0	0.000562001450326	0.000156103652825	0	0	0.000430366672405	0.00029439596257	0	0	0.000176498274239	0.000125049126443	0	0	0.000259439610441	0.000399924224884	0	0
"BASV1076"	0.000472976660421	9.68e-05	0	0	0.000560233320701	0.00014501510574	0	0.000904159132007	0.000194016530208	0.000598009482722	0	0	0.000344452501813	0.000242827904395	0	0	0.000494921673266	0.000126169698244	0	0	0.000804047693756	0.000375147379328	0	0	0.000758361938213	8.42e-05	0	0
"BASV1125"	3.64e-05	0	0	0.000809061488673	8.24e-05	9.67e-05	0	0	5.82e-05	0.000106787407629	0	0.001366120218579	3.63e-05	1.73e-05	0	0.002227171492205	2.15e-05	6.31e-05	0	0	1.96e-05	8.93e-05	0	0	3.99e-05	4.21e-05	0	0
"BASV1129"	9.1e-05	9.68e-05	0	0	8.24e-05	9.67e-05	0	0	3.88e-05	0.000149487407629	0	0	5.44e-05	6.94e-05	0	0	6.46e-05	8.41e-05	0	0	0.000176498274239	8.93e-05	0	0	7.98e-05	6.31e-05	0	0
"BASV1137"	5.46e-05	5.81e-05	0	0	0	9.67e-05	0	0	7.76e-05	4.27e-05	0	0	3.63e-05	0.000242827904395	0	0	4.3e-05	8.41e-05	0.000624219725343	0	0	3.57e-05	0	0	7.98e-05	0	0	0
"BASV1167"	5.46e-05	7.74e-05	0	0	9.89e-05	9.67e-05	0	0	0.000213418183229	0.000192217333732	0	0.000455373406193	0.000199419869471	0.000121413952198	0	0	0.000215183336202	8.41e-05	0	0	0.000509883903357	5.36e-05	0	0	0.000937973976211	0.000610410659033	0	0
"BASV1231"	0.00023648833021	9.68e-05	0	0	0.000444891166439	0.0002416918429	0.001729676303435	0	0.000349229754375	0.000170859852206	0	0.006375227686703	0.000634517766497	0.000156103652825	0.000509683995923	0	0.000344293337924	8.41e-05	0.000624219725343	0	0.000333385629118	8.93e-05	0	0	0.000419094755328	6.31e-05	0.000496154800298	0
"BASV1232"	3.64e-05	0.000174189053186	0	0	3.3e-05	0.00021752265861	0	0	0.000194016530208	0.000128144889155	0	0	1.81e-05	0.000173448503139	0	0	0.000107591668101	0.000231311113448	0	0	7.84e-05	7.15e-05	0	0	9.98e-05	0.000273632364394	0	0
"BASV1245"	0.000291062560259	0	0.000461041954818	0.003236245954693	0.00014829705548	2.42e-05	0	0	0.000271623142292	0.000234932296784	0	0	0.000163161711385	0.000346897006279	0	0.001113585746102	0.000344293337924	0.000462622226895	0	0	0.000196109193599	0.000607381471292	0	0	0.000139698251776	0.000147340503905	0	0
"BASV1282"	0.000127339870113	0.0001354803747	0	0	4.94e-05	0.00012084592145	0	0.000904159132007	9.7e-05	0.000192217333732	0	0	0.000108774474257	0.000294862455337	0	0	0.000107591668101	6.31e-05	0	0	0.000294163790398	7.15e-05	0	0	0.000119741358665	0.000168389147319	0.000248077400149	0
"BASV1292"	0.000163722690146	0.000193543392429	0	0	6.59e-05	0.0002416918429	0	0	0.000407434713438	0.000363077185938	0	0	0.000199419869471	0.000242827904395	0	0	8.61e-05	0.000210282830407	0	0	0.000215720112959	0.000178641609204	0	0	0.000179612037998	0.000399924224884	0	0
"BASV1340"	3.64e-05	7.74e-05	0	0	4.94e-05	9.67e-05	0	0	5.82e-05	2.14e-05	0	0	3.63e-05	0.000138758802512	0	0	4.3e-05	0.000147197981285	0	0	5.88e-05	3.57e-05	0	0	0.000119741358665	8.42e-05	0	0
"BASV1362"	0.000127339870113	0.0001354803747	0	0.000809061488673	4.94e-05	4.83e-05	0	0.000904159132007	3.88e-05	0.000277647259835	0	0	0.000145032632342	0.000138758802512	0	0	8.61e-05	0.000147197981285	0	0	0.000137276435519	0.000357283218407	0	0	9.98e-05	0.000357826938054	0	0
"BASV1364"	3.64e-05	0.0002709607494	0	0	0.000131819604871	0.000507552870091	0	0	0.000174614877188	4.27e-05	0	0	9.06e-05	0.000260172754709	0	0	4.3e-05	4.21e-05	0	0	0.000215720112959	0.000285826574726	0	0	0.000299353396663	0.000273632364394	0	0
"BASV1374"	0.000218296920194	5.81e-05	0	0	0.000378981364003	0	0	0	5.82e-05	2.14e-05	0	0.001821493624772	0.000126903553299	1.73e-05	0	0	0.000193665002582	0	0.000624219725343	0	3.92e-05	0	0	0	0.00089806018999	2.1e-05	0	0
"BASV1435"	0.00014553128013	5.81e-05	0	0	0.000181251956697	7.25e-05	0	0	7.76e-05	6.41e-05	0	0	0.000253807106599	3.47e-05	0	0	8.61e-05	6.31e-05	0	0	0.000333385629118	3.57e-05	0	0	0.00021952582422	0	0	0
"BASV1457"	1.82e-05	0.000658047534257	0	0.000809061488673	0	0.001450151057402	0	0.000904159132007	0	2.14e-05	0	0	0	5.2e-05	0	0	0	0.00060982020818	0	0	1.96e-05	1.79e-05	0	0	2e-05	0.000526216085373	0	0
"BASV1510"	9.1e-05	0.000154834713943	0	0	3.3e-05	0.00021752265861	0	0	5.82e-05	8.54e-05	0	0	0.000126903553299	3.47e-05	0	0	0	0.000126169698244	0	0	9.81e-05	0.000928936367859	0	0	0.000159655144887	4.21e-05	0	0
"BASV1538"	1.82e-05	0.000116126035457	0	0	3.3e-05	0.00012084592145	0	0	5.82e-05	6.41e-05	0	0	5.44e-05	0.000104069101884	0	0	0.000107591668101	0.000231311113448	0	0	1.96e-05	7.15e-05	0	0	5.99e-05	0.000168389147319	0	0
"BASV1573"	3.64e-05	0	0	0	1.65e-05	0	0	0	1.94e-05	2.14e-05	0	0	0.000181290790428	0	0	0	6.45e-05	0	0.000624219725343	0	7.84e-05	1.79e-05	0	0	0	0	0	0
"BASV1592"	0.000127339870113	0	0	0	3.3e-05	0.00014501510574	0	0	1.94e-05	4.27e-05	0	0	3.63e-05	3.47e-05	0	0	0	2.1e-05	0	0	0.000274552871039	0.000303690735646	0	0	0	2.1e-05	0	0
"BASV1610"	0	0	0	0.000809061488673	6.59e-05	0.00012084592145	0.000247096614776	0.000904159132007	1.94e-05	0.000106787407629	0.001170960187354	0	3.63e-05	0.000537690359732	0	0	6.46e-05	6.31e-05	0.000624219725343	0	0	0.000125049126443	0	0	7.98e-05	4.21e-05	0	0
"BASV1612"	0	7.74e-05	0	0.000809061488673	0.000115342154262	0.00012084592145	0	0	1.94e-05	4.27e-05	0	0	0	5.2e-05	0	0	4.3e-05	6.31e-05	0	0	7.84e-05	0.000232234091965	0	0	2e-05	0.00012629186049	0	0
"BASV1637"	7.28e-05	0.000193543392429	0	0	3.3e-05	7.25e-05	0	0	0.000116409918125	6.41e-05	0	0	1.81e-05	3.47e-05	0	0	0.000107591668101	8.41e-05	0	0	7.84e-05	3.57e-05	0	0	2e-05	0.000105243217075	0	0
"BASV1654"	0	0	0	0	1.65e-05	0	0	0	5.82e-05	0	0	0	1.81e-05	0	0	0	6.46e-05	0	0	0	9.81e-05	1.79e-05	0	0.000697836706211	2e-05	0.000252583720979	0	0
"BASV1657"	0	3.87e-05	0	0	3.3e-05	0.00014501510574	0	0	3.88e-05	6.41e-05	0	0	0.000145074474257	0.000364241856593	0	0	8.61e-05	0.000189254547366	0	0	7.84e-05	0.000160777448283	0	0	3.99e-05	2.1e-05	0	0
"BASV1722"	7.28e-05	0	0	0	0.000164774506088	0	0	0	0.000174614877188	0	0	0	5.44e-05	1.73e-05	0	0	6.46e-05	4.21e-05	0	0	0.000196109193599	8.93e-05	0	0	7.98e-05	4.21e-05	0	0
"BASV1736"	0.000218296920194	3.87e-05	0	0	0.000230684308524	0	0	0	0.000368631407396	0.000106787407629	0	0	0.000308194343727	1.73e-05	0	0	0.000193665002582	0.000168226264326	0	0	0.000431440225918	1.79e-05	0	0	0.000379180969107	8.42e-05	0	0
"BASV1782"	0.000309253970275	0	0	0	0.000115342154262	2.42e-05	0	0	0	2.14e-05	0	0	1.81e-05	0.000121413952198	0	0	0	0	0	0	0.000137276435519	8.93e-05	0	0	0	0	0	0
"BASV1784"	0.0001274	0	0.000461041954818	0	0	2.42e-05	0.002223869532987	0	7.76e-05	0	0	0	3.62e-05	0.000104	0	0	0.0001291	0	0	0	0.000176465516159	3.58e-05	0	0	0.000319310289774	0	0.000248077400149	0
"BASV1785"	0	0	0	0.000809061488673	1.65e-05	9.67e-05	0	0	1.94e-05	0	0	0	0	8.67e-05	0	0	0	2.1e-05	0	0	0	3.57e-05	0	0	0	0	0	0
"BASV1786"	0.000181914100162	0	0	0	0.00014829705548	0.00014501510574	0	0	5.82e-05	4.27e-05	0	0	0.000253807106599	8.67e-05	0	0	0.000236701669823	2.1e-05	0	0	3.92e-05	0	0	0	0.000119741358665	2.1e-05	0	0
"BASV1790"	0.000327445380291	0.000174189053186	0	0	0.000313071561568	0.00016918429003	0	0	0.000116409918125	0.00014950237068	0	0	0.000253807106599	0.000156103652825	0	0	0.000129110001721	0.000105141415203	0	0	7.84e-05	0.000107184965522	0	0	0.000419094755328	0.000147340503905	0	0
"BASV1811"	0	3.87e-05	0	0	3.3e-05	0	0	0	1.94e-05	0	0	0	0	0.000190793353453	0	0	0	0.000126169698244	0	0	1.96e-05	0.000125049126443	0	0	0	8.42e-05	0	0
"BASV1823"	7.28e-05	0.000251606410157	0	0	0	0.00021752265861	0	0	9.7e-05	0.000533937038144	0	0	0	0.000312207305651	0	0	0.000107591668101	0.000357480811692	0	0	5.88e-05	0.000357283218407	0	0	0.000119741358665	0.000189437790734	0	0
"BASV1839"	0.000200105510178	0.000561275838043	0	0	1.65e-05	4.83e-05	0	0	0.000407434713438	0.000192217333732	0	0.000455373406193	0	3.47e-05	0	0	6.46e-05	8.41e-05	0	0	0.000117665516159	8.93e-05	0	0	3.99e-05	0.000252583720979	0	0
"BASV1850"	0.000291062560259	7.74e-05	0	0	0.000692052925571	0	0	0	7.76e-05	2.14e-05	0	0	0.000181290790428	5.2e-05	0	0	0.000172146668962	6.31e-05	0	0	0.000196109193599	0	0	0	0.000139698251776	2.1e-05	0	0
"BASV1891"	1.82e-05	5.81e-05	0	0	1.65e-05	0	0	0	1.94e-05	0	0	0	1.81e-05	5.2e-05	0	0	2.15e-05	0.000147197981285	0	0	5.88e-05	7.15e-05	0	0	3.99e-05	2.1e-05	0	0
"BASV1994"	0.000218296920194	3.87e-05	0	0	0.000411936265221	9.67e-05	0	0	0.000640254549688	8.54e-05	0	0	0.000688905003626	0.000190793353453	0	0	0.000129110001721	2.1e-05	0	0	0.001372764355193	0.000142913287363	0	0	0.000379180969107	0.000189437790734	0	0
"BASV2005"	0.000363862560259	0	0	0	0.000411949012177	2.42e-05	0	0	0.000174609918125	4.27e-05	0	0	0.000362536185642	3.47e-05	0	0	8.61e-05	6.31e-05	0	0	0.000784436774396	0.000125	0	0	0.000139741358665	4.21e-05	0	0
"BASV2016"	0.000163722690146	0	0	0	0.000214206857915	2.42e-05	0	0	0.000116409918125	0.000106787407629	0	0.000455373406193	0	1.73e-05	0	0	0.000129110001721	0	0	0	0.000176498274239	3.57e-05	0	0	7.98e-05	0	0	0
"BASV2064"	0.000254679740227	7.74e-05	0	0	3.3e-05	0.00029003021148	0	0	0.000213418183229	0.000128144889155	0	0	9.06e-05	0.000138758802512	0	0	0.000236701669823	0.000441593943854	0	0	0.000156887354879	0.000107184965522	0	0	3.99e-05	0.000231535077564	0	0
"BASV2116"	5.46e-05	0.000193543392429	0	0	0.00028011666035	0.00012084592145	0	0	0.000116409918125	0.00014950237068	0	0	1.81e-05	0.00057238006036	0	0	0.000172146668962	0.000126169698244	0	0	0.000117665516159	0.000107184965522	0	0.000697836706211	0.000319310289774	0.000105243217075	0	0
"BASV2170"	0	0.000116126035457	0	0	0	2.42e-05	0	0	0	6.41e-05	0	0	7.25e-05	5.2e-05	0	0	0	0	0	0	7.84e-05	0.000107184965522	0	0	0	2.1e-05	0	0
"BASV2185"	0.000873187680777	3.87e-05	0	0	0.00070853037618	4.83e-05	0	0	0.000291024795313	2.14e-05	0	0	0.000398839738941	1.73e-05	0	0	0.000236701669823	6.31e-05	0	0	0.000784436774396	3.57e-05	0	0	0.000359224075996	6.31e-05	0	0
"BASV2198"	0.00014553128013	0.000193543392429	0	0	6.59e-05	0.00031419939577	0	0	7.76e-05	0.000256289778309	0.000585480093677	0	0.000145032632342	0.000294862455337	0	0	0.000129110001721	0.000231311113448	0	0	0.000117665516159	0.000142913287363	0	0	5.99e-05	0.000105243217075	0	0
"BASV2214"	0.000509368070437	7.74e-05	0	0.001618122977346	6.59e-05	2.42e-05	0.000247096614776	0	3.88e-05	0	0	0	0.000126903553299	0	0.000509683995923	0	0.000150591668101	8.41e-05	0	0	0	3.58e-05	0	0	0.0001597	0.000273586434149	0	0
"BASV2248"	7.28e-05	0	0	0	1.65e-05	0	0	0	3.88e-05	0.000128144889155	0	0	0.000126903553299	0.000745828563499	0	0	0	0	0	0	7.84e-05	0.000428739862089	0	0	0	0	0	0
"BASV2264"	9.1e-05	0	0.000461041954818	0.000809061488673	8.24e-05	4.83e-05	0	0	0.000174611571146	2.14e-05	0	0	0.000126874474257	8.67e-05	0.000509683995923	0	4.3e-05	4.2e-05	0	0	0.000294209193599	0.000125084965522	0	0	5.99e-05	0.000105243217075	0	0.001023541453429
"BASV2290"	0	1.94e-05	0	0	0	4.83e-05	0	0	0	4.27e-05	0	0	1.81e-05	5.2e-05	0	0	2.15e-05	0	0	0	5.88e-05	8.93e-05	0	0	0	0.000105243217075	0	0
"BASV2293"	0	0	0	0	4.94e-05	0	0	0	5.82e-05	0	0	0.000910746812386	0	5.2e-05	0	0	2.15e-05	2.1e-05	0	0	7.84e-05	8.93e-05	0	0	9.98e-05	0.000147340503905	0.000496154800298	0
"BASV2306"	1.82e-05	5.81e-05	0	0	3.3e-05	0.00012084592145	0	0	7.76e-05	8.54e-05	0	0	1.81e-05	0.000138758802512	0	0	0	4.21e-05	0	0	3.92e-05	7.15e-05	0	0	5.99e-05	6.31e-05	0	0
"BASV2333"	0	5.81e-05	0	0	4.94e-05	2.42e-05	0	0	0.000135811571146	0.000128144889155	0	0	1.81e-05	0	0	0	4.3e-05	4.21e-05	0	0	1.96e-05	1.79e-05	0	0.000697836706211	2e-05	0.000105243217075	0	0
"BASV2364"	0	0	0	0.01294498381877	8.24e-05	0.00031419939577	0	0.003616636528029	0	0.000512579556619	0	0	3.63e-05	0.000260172754709	0	0	0.000172146668962	0.001135527284197	0	0	0	0.000267962413805	0	0	0.000119741358665	0.000231535077564	0	0
"BASV2392"	0.000327445380291	0	0	0	0.000181251956697	0	0	0	0.000349229754375	4.27e-05	0.00175644028103	0	0.000670775924583	8.67e-05	0	0	0.000753141676708	2.1e-05	0	0	0.000333374709758	0	0.001823154056518	0	0.000379153396663	6.31e-05	0	0
"BASV2431"	0	0	0	0	8.24e-05	0	0	0	0	0	0	0	5.44e-05	0	0	0	0.000129110001721	0	0	0	5.88e-05	0	0	0	0.000159655144887	2.1e-05	0	0
"BASV2512"	3.64e-05	0	0	0	1.65e-05	9.67e-05	0	0	0	0	0	0	9.06e-05	8.67e-05	0	0	4.3e-05	2.1e-05	0	0	1.96e-05	0.000250098252885	0	0	5.99e-05	0.000147340503905	0	0
"BASV2534"	5.46e-05	1.94e-05	0	0	6.59e-05	2.42e-05	0	0	3.88e-05	0.00014950237068	0	0.000455373406193	0	5.2e-05	0	0	0.000150628335342	2.1e-05	0.000624219725343	0	0.000196109193599	5.36e-05	0	0	0.000199568931109	0	0	0
"BASV2558"	5.46e-05	1.94e-05	0	0	6.59e-05	7.25e-05	0	0	9.7e-05	0	0	0	0	0	0	0	0	0	0	0	3.92e-05	3.57e-05	0	0	0.000119741358665	0.000105243217075	0	0
"BASV2584"	0	5.81e-05	0	0	0	7.25e-05	0	0	0	6.41e-05	0	0	1.81e-05	0.000260172754709	0	0	0	0	0	0	0	0.000178641609204	0	0	0	2.1e-05	0	0
"BASV2617"	0.000563933710502	0	0	0	0.00028011666035	4.83e-05	0	0	0.00023281983625	0	0	0	0.000181290790428	6.94e-05	0.003058103975535	0	0.000150628335342	2.1e-05	0	0	0.000451051145278	7.15e-05	0	0	5.99e-05	0	0	0
"BASV2646"	0	5.81e-05	0	0	0	4.83e-05	0	0	9.7e-05	8.54e-05	0	0	1.81e-05	0	0	0	6.46e-05	2.1e-05	0	0	3.92e-05	1.79e-05	0	0	7.98e-05	2.1e-05	0	0
"BASV2686"	0.000309253970275	0	0	0	0.000774440178616	0	0.000988386459106	0	0.000135811571146	0	0	0	0.000344452501813	0	0	0	0.000301256670683	0	0.00561797752809	0	9.81e-05	0	0	0	0.000878103296879	0	0.000496154800298	0
"BASV2697"	3.64e-05	0	0	0	0	2.42e-05	0	0.001808318264014	5.82e-05	0.000106787407629	0	0	7.25e-05	8.67e-05	0	0	8.61e-05	8.41e-05	0	0	1.96e-05	7.15e-05	0	0	2e-05	4.21e-05	0	0
"BASV2773"	0	0.000212897731671	0	0	0	9.67e-05	0	0	0.000155213224167	0.000106787407629	0	0	0	6.94e-05	0	0	6.46e-05	0.00031542424561	0	0	3.92e-05	3.57e-05	0	0	2e-05	4.21e-05	0	0
"BASV2842"	0	0.0001354803747	0	0	0	0.00012084592145	0	0	5.82e-05	0.000128144889155	0	0	0	0.000121413952198	0	0	2.15e-05	0.000105141415203	0	0	1.96e-05	7.15e-05	0	0	2e-05	0.000147340503905	0.000248077400149	0
"BASV2861"	0.0001274	0.000232252070914	0	0	0.0003131	2.42e-05	0.000988386459105	0	0.0002328	0.0002349	0.001170960187354	0	0.000398774474257	6.93e-05	0.001529051987768	0	0.0001076	0.000105	0.000624219725343	0	0.0001372	8.94e-05	0	0.005582693649685	0.000479067182885	0.0001683	0.000496154800298	0
"BASV2872"	0	0.000329023767129	0	0	0.000609665672527	9.67e-05	0	0	1.94e-05	2.14e-05	0	0	0.000471356055112	1.73e-05	0	0	0.000107591668101	4.21e-05	0	0	0.000137276435519	0.000232234091965	0	0	0.000199568931109	0.000336778294639	0	0
"BASV2911"	1.82e-05	1.94e-05	0	0	0.000115342154262	0.00014501510574	0	0	0	0	0	0	1.81e-05	0.000156103652825	0	0	2.15e-05	0	0	0	3.92e-05	0	0	0	0	6.31e-05	0	0
"BASV2912"	5.46e-05	5.81e-05	0	0.001618122977346	0	0	0.000247096614776	0	0.000116409918125	2.14e-05	0	0	1.81e-05	3.47e-05	0	0.001113585746102	4.3e-05	6.31e-05	0	0	7.84e-05	8.93e-05	0	0	5.99e-05	8.42e-05	0	0
"BASV2929"	3.64e-05	0	0	0	8.24e-05	2.42e-05	0	0	0	0	0	0	0.000271936185642	0	0	0	0	0	0	0	0.000196109193599	0.000107184965522	0	0	0.002235172028419	0.000147340503905	0	0
"BASV2930"	1.82e-05	0	0	0	1.65e-05	0	0	0	1.94e-05	8.54e-05	0	0	5.44e-05	1.73e-05	0	0	0	2.1e-05	0	0	3.92e-05	1.79e-05	0	0	5.99e-05	0.000105243217075	0	0
"BASV2935"	0	0	0	0	0	9.67e-05	0	0	0	8.54e-05	0	0	1.81e-05	3.47e-05	0	0	4.3e-05	2.1e-05	0	0.018735362997658	5.88e-05	0	0	0	5.99e-05	0	0.014636566608782	0
"BASV3008"	0.000109148460097	0	0	0	4.94e-05	2.42e-05	0	0	9.7e-05	0.000192217333732	0	0	3.63e-05	0.000260172754709	0	0	0.000107591668101	4.21e-05	0	0	5.88e-05	5.36e-05	0	0	3.99e-05	8.42e-05	0	0
"BASV3020"	1.82e-05	0.000232252070914	0	0	0	0	0	0	1.94e-05	2.14e-05	0	0	1.81e-05	6.94e-05	0	0	0	0	0	0	0	0.00048233234485	0	0.001395673412421	5.99e-05	8.42e-05	0	0
"BASV3024"	5.46e-05	5.81e-05	0	0	6.59e-05	0	0	0	0.000252221489271	0	0	0	3.63e-05	6.94e-05	0	0	0.000129110001721	2.1e-05	0	0	7.84e-05	8.93e-05	0	0	3.99e-05	0.000168389147319	0	0
"BASV3030"	0	5.81e-05	0	0	6.59e-05	0.00016918429003	0	0	0.000116409918125	8.54e-05	0	0	1.81e-05	6.94e-05	0	0	2.15e-05	6.31e-05	0	0	9.81e-05	3.57e-05	0	0	0.000179655144887	0.00012629186049	0	0
"BASV3095"	1.82e-05	3.87e-05	0	0	1.65e-05	0.00014501510574	0	0	5.82e-05	2.14e-05	0	0.000455373406193	0	5.2e-05	0	0	4.3e-05	2.1e-05	0	0	3.92e-05	5.36e-05	0	0	0	2.1e-05	0	0
"BASV3107"	0	7.74e-05	0	0	1.65e-05	7.25e-05	0	0	5.82e-05	4.27e-05	0	0	3.63e-05	0.000121413952198	0	0	2.15e-05	0.000105141415203	0	0	0	5.36e-05	0	0	9.98e-05	8.42e-05	0	0
"BASV3114"	0.000181914100162	1.94e-05	0	0	0	4.83e-05	0	0	7.76e-05	6.41e-05	0	0	1.81e-05	0.000138758802512	0	0	4.3e-05	2.1e-05	0.00187265917603	0	9.81e-05	5.36e-05	0	0	0	0.000231535077564	0.000248077400149	0
"BASV3129"	0	5.81e-05	0	0	1.65e-05	4.83e-05	0	0	0	0	0.005269320843091	0	5.44e-05	5.2e-05	0	0	2.15e-05	8.41e-05	0	0	0.000117665516159	1.79e-05	0	0	2e-05	0	0	0
"BASV3135"	0.000127339870113	0	0	0	0.000230684308524	0	0	0	3.88e-05	4.27e-05	0	0	0.000126903553299	5.2e-05	0.00203873598369	0	0.000172146668962	2.1e-05	0	0	0.000274552871039	8.93e-05	0	0	0.00021952582422	6.31e-05	0	0
"BASV3138"	0.000400211020356	0	0	0	0.000115342154262	2.42e-05	0	0	0.000155213224167	0	0	0	9.06e-05	0	0	0	0.000129110001721	0	0	0	7.84e-05	1.79e-05	0	0	5.99e-05	0	0	0
"BASV3200"	1.82e-05	0	0.000922083909636	0	6.59e-05	0	0	0	0	0	0	0	1.81e-05	1.73e-05	0	0	6.46e-05	0	0	0	0	0.000125049126443	0	0	0	8.42e-05	0	0
"BASV3232"	7.28e-05	0.000154834713943	0	0	6.59e-05	7.25e-05	0	0	0.000213418183229	0.000106787407629	0	0	0.000108774474257	0.000104069101884	0	0	0.000172146668962	0.000189254547366	0	0	9.81e-05	3.57e-05	0	0	0.000159655144887	6.31e-05	0	0
"BASV3248"	5.46e-05	1.94e-05	0	0	4.94e-05	2.42e-05	0	0	0.000368631407396	0	0	0	3.63e-05	5.2e-05	0	0	0	0	0	0	3.92e-05	3.57e-05	0	0	0	4.21e-05	0	0.001023541453429
"BASV3276"	0	0	0	0	0	4.83e-05	0.000494193229553	0	0	0	0	0	0.000217548948513	0	0	0	0.000408848338785	0	0	0	0.001588462629432	0	0.004557885141294	0	2e-05	0	0	0
"BASV3277"	0	1.94e-05	0	0	6.59e-05	0	0	0.000904159132007	1.94e-05	6.41e-05	0	0	0.000253807106599	5.2e-05	0	0	4.3e-05	2.1e-05	0.001248439450687	0	1.96e-05	0.000160813287363	0	0.000697836706211	2e-05	4.21e-05	0	0
"BASV3295"	0	0	0	0	0	4.83e-05	0	0	5.82e-05	0	0	0	1.81e-05	0.000190793353453	0	0	0	4.21e-05	0	0	1.96e-05	3.57e-05	0	0	2e-05	4.21e-05	0	0
"BASV3296"	7.28e-05	0	0	0	3.3e-05	0.0001209	0	0	5.82e-05	2.14e-05	0	0	0	5.2e-05	0	0	2.15e-05	4.21e-05	0	0	1.96e-05	0	0	0	5.99e-05	4.2e-05	0	0
"BASV3351"	1.82e-05	1.94e-05	0	0	0	2.42e-05	0	0	3.88e-05	0	0	0	0	1.73e-05	0	0	2.15e-05	8.41e-05	0	0	0	1.79e-05	0	0	3.99e-05	2.1e-05	0	0
"BASV3366"	0	0	0	0	3.3e-05	0	0	0	1.94e-05	4.27e-05	0	0	0	0	0	0	0	0	0	0	3.92e-05	0.000410875701168	0	0	2e-05	0	0	0
"BASV3377"	0	0	0	0	8.24e-05	4.83e-05	0	0	7.76e-05	2.14e-05	0	0	3.63e-05	3.47e-05	0	0	0	2.1e-05	0	0	1.96e-05	0	0	0	3.99e-05	2.1e-05	0	0
"BASV3381"	0	0	0	0	3.3e-05	2.42e-05	0	0	0	2.14e-05	0	0	3.63e-05	5.2e-05	0	0	2.15e-05	0	0	0	5.88e-05	1.79e-05	0	0	9.98e-05	4.21e-05	0	0
"BASV3385"	0	1.94e-05	0.000461041954818	0.000809061488673	0	0	0	0.000904159132007	0	0	0	0	3.63e-05	0.000121413952198	0	0	2.15e-05	0	0	0	0.000725604016316	3.57e-05	0	0.000697836706211	7.98e-05	0	0	0
"BASV3418"	0	1.94e-05	0	0	0	0.00012084592145	0	0	0	0.000277647259835	0	0	0.000507614213198	0.000433621257849	0	0	2.15e-05	2.1e-05	0	0	7.84e-05	0.000303690735646	0	0	0	4.21e-05	0	0
"BASV3429"	0	3.87e-05	0	0	0	0	0	0	0	0	0	0	0	1.73e-05	0	0	2.15e-05	4.21e-05	0	0	3.92e-05	1.79e-05	0	0	0	6.31e-05	0	0
"BASV3435"	1.82e-05	1.94e-05	0	0	3.3e-05	2.42e-05	0	0	7.76e-05	2.14e-05	0	0	0.000235678027556	3.47e-05	0	0	8.61e-05	0	0	0	9.81e-05	0	0	0	0	0	0	0
"BASV3468"	7.28e-05	0.0001354803747	0	0	3.3e-05	4.83e-05	0	0	0.000368631407396	8.54e-05	0	0	3.63e-05	5.2e-05	0	0	6.46e-05	0.000126169698244	0	0	0.000137276435519	0.000178641609204	0	0	3.99e-05	4.21e-05	0	0
