"q1cmr2"	"q1cmr3"	"q1cmt2"	"q1cmt3"	"q1rmr2"	"q1rmr3"	"q1rmt2"	"q1rmt3"	"q2cmr2"	"q2cmr3"	"q2cmt2"	"q2cmt3"	"q2rmr2"	"q2rmr3"	"q2rmt2"	"q2rmt3"	"q3cmr2"	"q3cmr3"	"q3cmt2"	"q3cmt3"	"q3rmr2"	"q3rmr3"	"q3rmt2"	"q3rmt3"	"q4rmr2"	"q4rmr3"	"q4rmt2"	"q4rmt3"
"BASV306"	0.001819141001619	0.000696756212743	0.001383125864454	0.000809061488673	0.000197729407306	0.00021752265861	0	0	0.000931279345	0.000234932296784	0	0	0.001341551849166	0.000121413952198	0	0	0.00083921501119	6.31e-05	0	0	0.000941324129275	0.000696702275894	0	0	0.000937973976211	0.000778799806352	0.000248077400149	0
"BASV322"	0.002983399832639	0.000561275838043	0.000922083909636	0	0.001400583301752	0.000676737160121	0	0	0.000310426448333	8.54e-05	0	0	0.001142131979695	8.67e-05	0	0	0.001054398347392	0.000546735359058	0	0	0.000529494822717	8.93e-05	0	0	0.000399137862218	0.000442021511714	0.000248077400149	0
"BASV334"	0.000400211020356	0.000154834713943	0.001844167819272	0.002427184466019	0.000164774506088	0	0.000988386459106	0	0	0	0.005269320843091	0	0.000163161711385	6.94e-05	0.000509683995923	0	0.000301256670683	0	0.00749063670412	0	9.81e-05	0.000375147379328	0.000911577028259	0	0.005248662888162	0.000273632364394	0.008186554204912	0.002047082906858
"BASV338"	1.82e-05	1.94e-05	0	0	0.000115342154262	2.42e-05	0.000741289844329	0	0.000135811571146	0.000106787407629	0	0	1.81e-05	1.73e-05	0	0	2.15e-05	0	0	0	7.84e-05	7.15e-05	0	0	5.99e-05	4.21e-05	0	0
"BASV347"	5.46e-05	5.81e-05	0.000461041954818	0	0.00014829705548	2.42e-05	0.004447739065975	0	1.94e-05	0	0	0.000455373406193	7.25e-05	1.73e-05	0	0	4.3e-05	0	0.00561797752809	0	5.88e-05	0	0	0	0.000119741358665	0	0.000248077400149	0
"BASV348"	0.000727664990631	0.000793527908957	0	0	0.000510800968874	0.000725106344411	0	0	0.001299910752396	0.001943530818846	0	0	0.000561972371284	0.001300774072918	0	0	0.000688586675848	0.000967272736831	0	0	0.000960935048635	0.00100042885062	0	0	0.000478965434661	0.000273632364394	0.000248077400149	0
"BASV359"	0.000181914100162	0.000464504141829	0.000461041954818	0.000809061488673	0.000131819604871	0.000773413897281	0.000247096614776	0	0.000194016530208	0.000234932296784	0.000585480093677	0	9.06e-05	0.000312207305651	0.000509683995923	0	0.000516440006886	0.000231311113448	0	0.001170960187354	0.000372607467838	0.00050019650577	0.000911577028259	0	0.000279396503552	0.000273632364394	0	0
"BASV384"	0.000272871150243	0.000348378106371	0	0	0.000214206857915	0.000555891238671	0	0	0.0004656396725	0.000512579556619	0	0	0.000217548948513	0.000693794012558	0	0	0.000193665002582	0.000147197981285	0	0.001170960187354	0.000451051145278	0.000428739862089	0	0	0.000199568931109	0.000589362015618	0	0
"BASV393"	0.00014553128013	9.68e-05	0	0	0.000247161759133	0.000410876132931	0	0	0.000135811571146	2.14e-05	0	0	0.000217548948513	0.000121413952198	0	0	2.15e-05	6.31e-05	0	0	0.000372607467838	0.000393011540248	0	0	7.98e-05	0.00012629186049	0	0
"BASV396"	0.000163722690146	0	0	0	0.000164774506088	0.00016918429003	0	0	7.76e-05	6.41e-05	0	0	1.81e-05	0	0	0	6.46e-05	0	0	0	0.000156887354879	0.000125049126443	0	0	0	0.000105243217075	0	0
"BASV398"	0.000181939870113	0.000658047534257	0	0.000809061488673	9.89e-05	0.000531714501511	0	0	0.000465631407396	0.000277617333732	0	0	0.000271936185642	0.000520345509419	0	0	0.000365856670683	0.000714961623383	0	0	0.000372607467838	0.000410854896567	0	0	0.00031932582422	0.000378875581469	0	0
"BASV442"	0.000181914100162	0.000561275838043	0	0	0.000197729407306	0.000410876132931	0	0	0.000543246284583	0.000662081927299	0	0.000455373406193	3.63e-05	0.000364241856593	0	0	0.000537958340506	0.001135527284197	0	0	7.84e-05	0.000214369931044	0	0	0.000139698251776	0.000463070155129	0	0
"BASV448"	0.00291062560259	0.000329023767129	0.001383125864454	0	0.000313071561568	0.001039274924471	0	0	0.001299910752396	0.000106787407629	0.001170960187354	0	0.000725163161711	0.000121413952198	0	0	0.000817696677569	0.00029439596257	0	0	0.000607938500157	1.79e-05	0	0.000697836706211	0.00045900854155	0.000168389147319	0	0
"BASV453"	0.001982863691765	0.000212934713943	0	0	0.003822813640034	0.00026582265861	0	0	0.00116409918125	0.0001282	0	0	0.000779521319797	0.000242758802512	0.005096839959226	0	0.000731586675847	0.00037852424561	0.000624219725343	0	0.001333542516473	0.001089713816142	0	0	0.000698477472659	0.000442026938054	0	0
"BASV461"	0.000309253970275	0.001548347139429	0	0	0.000181251956697	0.001377643504532	0.001729676303435	0	0.000659656202708	0.00040579214899	0.004683840749415	0	5.44e-05	0.000919277066639	0	0	0.000193665002582	0.000210282830407	0.00187265917603	0	0.000862880451836	0.000857479724177	0.000911577028259	0.000697836706211	0.001297198052207	0.000420972868299	0	0.002047082906858
"BASV478"	0.00038201961034	0.001006425640629	0.000461041954818	0	0.000527278419483	0.000483383685801	0.000247096614776	0	0.000562647937604	0.000277647259835	0.000585480093677	0	0.000924583031182	0.001786519582336	0	0.001113585746102	0.000365811671544	0.000420565660814	0.000624219725343	0	0.000568716661437	0.000160777448283	0.000911577028259	0	0.000658577472659	0.001431307752215	0	0
"BASV497"	0.001928289461716	9.68e-05	0.003227293683725	0	0.001367628400534	4.83e-05	0.000494193229553	0	0.000834271079896	0.000918371705608	0.003512880562061	0.000910746812386	0.000960841189268	0.000346897006279	0.002548419979613	0	0.001312618350835	0.000168226264326	0.001248439450687	0	0.000686382177596	3.57e-05	0	0	0.000419094755328	0.000189437790734	0.000744232200447	0
"BASV513"	5.46e-05	0.000174189053186	0	0	0.000230684308524	0.00021752265861	0	0	0.000310426448333	0.000170859852206	0	0	0.000199419869471	0.000815207964755	0	0	0.000172146668962	0.00031542424561	0	0	0.000156887354879	0.000428739862089	0	0	0.00021952582422	0.00012629186049	0	0
"BASV517"	0.000254679740227	3.87e-05	0	0	0.000263639209741	0.00021752265861	0	0	0.000388033060417	6.41e-05	0	0	0.000797679477883	0.000329552155965	0.000509683995923	0	0.000365811671544	6.31e-05	0.000624219725343	0	0.000666771258237	0.00051806066669	0	0	0.000758361938213	0.000736702519523	0	0
"BASV525"	0.0001092	0.000135526035457	0	0	8.24e-05	0.00043504531722	0	0	5.82e-05	0.00014950237068	0	0	0.000126903553299	0.000260183054081	0	0	0.0001076	0.000567763642099	0	0	0.000137265516159	0.000250105770124	0	0	0.000279396503552	0.000189443217075	0	0
"BASV556"	0.000454785250405	0.000154834713943	0	0	0.000164774506088	9.67e-05	0	0	5.82e-05	0.000170859852206	0	0	0.000598259608412	0.000433621257849	0	0	0.000580995007747	2.1e-05	0.000624219725343	0	0.000294163790398	0.000535924827611	0	0.002093510118632	0.000299353396663	0.000252583720979	0	0
"BASV570"	1.82e-05	1.94e-05	0	0	0	0	0.000247096614776	0	0	0	0	0.000455373406193	3.63e-05	6.94e-05	0	0	0.000258220003443	4.2e-05	0.000624219725343	0	9.81e-05	3.57e-05	0	0	0	0.0001052	0	0
"BASV584"	0.000345636790308	9.68e-05	0	0	0.000444891166439	0.0002416918429	0	0	0.000155213224167	0.000128144889155	0.000585480093677	0	0.000580130529369	0.000225483054081	0.000509683995923	0	0.000107591668101	4.21e-05	0	0	0.000607938500157	0.000232234091965	0	0	0.000359224075996	0.000189437790734	0	0
"BASV588"	0.000127339870113	0.000193543392429	0	0	0.00014829705548	0.00012084592145	0	0	0.000310426448333	0.000320362222887	0	0	0.000380710659898	0.000138758802512	0	0	0.000215183336202	0.000189254547366	0	0	0.000235331032319	0.000232234091965	0	0	0.00021952582422	0.000399924224884	0	0
"BASV627"	0	0.001161260354571	0	0	0	0.000700906344411	0	0	3.88e-05	0.001473666225279	0	0	0	0.000589724910674	0	0	4.3e-05	0.00275470507833	0	0	0	0.001143306298903	0	0	5.99e-05	0.000505167441958	0	0
"BASV645"	0	3.87e-05	0	0	3.3e-05	4.83e-05	0	0	1.94e-05	2.14e-05	0	0	7.25e-05	0.000225483054081	0	0	0.000129110001721	0.000105141415203	0	0	0	5.36e-05	0	0	7.98e-05	0.000378875581469	0.000248077400149	0
"BASV673"	0	3.87e-05	0	0	6.59e-05	0.00012084592145	0.000247096614776	0	0.000310426448333	0.000106787407629	0	0	9.06e-05	0	0	0	4.3e-05	0	0	0	1.96e-05	0	0	0	0	0	0.000248077400149	0
"BASV729"	0.000163722690146	0.0005419214988	0.000461041954818	0	3.3e-05	0.0002416918429	0	0	0.000116409918125	0.000662081927299	0.000585480093677	0	0.000163161711385	0.000711138862872	0	0	0.000258220003443	0.000630848491221	0	0	0.000117665516159	0.000786023080496	0	0	0.000239482717331	0.000652507945863	0	0
"BASV733"	1.82e-05	7.74e-05	0	0	4.94e-05	0.00014501510574	0	0	1.94e-05	8.54e-05	0	0	9.06e-05	6.94e-05	0	0	2.15e-05	2.1e-05	0	0	0.000137276435519	7.15e-05	0	0	9.98e-05	2.1e-05	0	0
"BASV741"	5.46e-05	0.000212897731671	0	0.004854368932039	0	0	0	0	7.76e-05	0	0.000585480093677	0.002276867030965	0	3.47e-05	0.000509683995923	0	0	8.41e-05	0.000624219725343	0	0	0	0	0.000697836706211	0	4.21e-05	0	0.001023541453429
"BASV763"	0.000127339870113	0.000193543392429	0	0	0.00042841371583	0.000966767371601	0	0	0.000213418183229	0.00055529451967	0.001170960187354	0	0.000181290790428	0.000329552155965	0	0	0.000172146668962	4.21e-05	0	0	0.000196109193599	0.000178641609204	0	0	0.000199568931109	0.000252583720979	0	0
"BASV777"	0.000291062560259	0.000696756212743	0	0	0.000115342154262	0.00012084592145	0	0	0.000620852896667	0.000704796890351	0	0	0.000108774474257	0.00048565580879	0	0	0.000193665002582	0.000273367679529	0	0	0.000254941951679	0.000267962413805	0	0	0.000239482717331	0.000484118798543	0	0
"BASV792"	0.000127339870113	0.001006425640629	0	0	4.94e-05	0.000700906344411	0	0	1.94e-05	0.000598009482722	0	0	1.81e-05	0.000468310958476	0	0	0.000193665002582	0.000820103038587	0	0	0.000176498274239	0.000607381471292	0	0	5.99e-05	0.000315729651224	0	0
"BASV794"	1.82e-05	0	0	0	0.00141706075236	0.00014501510574	0	0	0.000213418183229	0.000128144889155	0	0	0	0	0	0	0.000172146668962	0	0	0	0.000529494822717	1.79e-05	0	0	2e-05	0	0	0
"BASV805"	7.28e-05	0.000116126035457	0	0	9.89e-05	0.00033836858006	0.000247096614776	0	7.76e-05	0.000128144889155	0	0	0.000108774474257	0.000190793353453	0	0	2.15e-05	0.000147197981285	0	0	0.000117665516159	0.000142913287363	0	0	7.98e-05	0.00012629186049	0	0
"BASV820"	7.28e-05	5.81e-05	0	0	0	0.00016918429003	0	0	7.76e-05	6.41e-05	0	0	5.44e-05	0.000294862455337	0	0	8.61e-05	0.000252339396488	0	0	9.81e-05	0.000250098252885	0	0	3.99e-05	0.000189437790734	0	0
"BASV824"	0	0	0	0	4.94e-05	2.42e-05	0	0	0.000388033060417	0	0	0	1.81e-05	3.47e-05	0	0	0	0	0	0	0.000117665516159	0	0	0	0.000179612037998	8.42e-05	0	0
"BASV840"	0.000272871150243	0.000154834713943	0	0	0.000444891166439	9.67e-05	0	0	0.000310426448333	0.000320362222887	0	0	0.000308194343727	0.000277517605023	0	0	0.000172146668962	0.000189254547366	0	0	0.000549105742077	0.000357283218407	0	0	0.000439051648439	0.000147340503905	0	0.001023541453429
"BASV851"	0.000691316530534	0.000696738855771	0	0	0.000263651956697	0.00045924531722	0	0	0.000970074385938	0.00098248666866	0	0	0.000398907106599	0.000364138203767	0	0	0.000581040006886	0.000441565660814	0	0	0.000627549419517	0.00060739650577	0	0	0.000718422327772	0.000336689147319	0	0
"BASV858"	0.00014553128013	0.000193543392429	0	0.000809061488673	0.00014829705548	0.00021752265861	0	0.000904159132007	0.000407434713438	0.000213574815258	0	0	0.000253807106599	0.000104069101884	0	0.001113585746102	0.000408848338785	0.000126169698244	0	0	0.000313774709758	0.000214369931044	0.000911577028259	0	0.000199568931109	0.000315729651224	0	0
"BASV878"	0.000727682170599	3.87e-05	0	0.000809061488673	0.000642620573745	0.00019335347432	0.001729676303435	0	0.000271623142292	0.00017090237068	0	0	0.000580130529369	8.67e-05	0	0	0.000688586675848	0	0.000624219725343	0	0.000196087354879	7.15e-05	0	0	0.000379180969107	0.000273632364394	0.000744232200447	0
"BASV879"	7.28e-05	7.74e-05	0	0	0.000197729407306	0.00031419939577	0	0	0.00023281983625	4.27e-05	0	0	0.000271936185642	0.000329552155965	0	0	8.61e-05	4.21e-05	0	0	0.000294163790398	0.000178641609204	0	0	0.000179612037998	0.000105243217075	0	0
